Data;Hora UTC;VENTO-DIREÇÃO;VENTO-RAJADA;VENTO
2023/03/13;0700 UTC;62;3.5;1
2023/03/13;0800 UTC;60;3.5;0.6
2023/03/13;0900 UTC;28;3;0.7
2023/03/13;1000 UTC;46;3.2;0.9
2023/03/13;1100 UTC;42;3.2;1
2023/03/13;1200 UTC;333;3;1
2023/03/13;1300 UTC;248;2.1;0.7
2023/03/13;1400 UTC;122;4.4;1.2
2023/03/13;1500 UTC;106;4.1;1
2023/03/13;1600 UTC;88;7;0.9
2023/03/13;1700 UTC;77;5.3;1.5
2023/03/13;1800 UTC;122;6.5;1.8
2023/03/13;1900 UTC;72;6.3;1.5
2023/03/13;2000 UTC;97;4.2;1
2023/03/13;2100 UTC;99;4.2;0.9
2023/03/13;2200 UTC;85;4.7;0.7
2023/03/13;2300 UTC;90;3.2;0.8
2023/03/14;0000 UTC;100;2.7;0.7
2023/03/14;0100 UTC;109;2.8;0.6
2023/03/14;0200 UTC;54;5;1.3
2023/03/14;0300 UTC;36;3.6;1.1
2023/03/14;0400 UTC;24;2.3;0.8
2023/03/14;0500 UTC;24;2;0.4
2023/03/14;0600 UTC;40;2.3;0.6
2023/03/14;0700 UTC;32;2.8;0.5
2023/03/14;0800 UTC;31;3.9;0.6
2023/03/14;0900 UTC;35;3.1;0.5
2023/03/14;1000 UTC;348;2.5;0.5
2023/03/14;1100 UTC;146;3.7;0.9
2023/03/14;1200 UTC;165;4.9;1.2
2023/03/14;1300 UTC;156;5;1.2
2023/03/14;1400 UTC;166;5;1.3
2023/03/14;1500 UTC;143;5.5;1.1
2023/03/14;1600 UTC;158;7.2;1.3
2023/03/14;1700 UTC;166;5.1;1.4
2023/03/14;1800 UTC;140;5.6;1.4
2023/03/14;1900 UTC;144;4.4;1.4
2023/03/14;2000 UTC;143;5.3;1.1
2023/03/14;2100 UTC;165;4.8;0.9
2023/03/14;2200 UTC;134;5;0.9
2023/03/14;2300 UTC;95;5;1.2
2023/03/15;0000 UTC;102;5;0.8
2023/03/15;0100 UTC;99;5;0.9
2023/03/15;0200 UTC;93;4.3;0.8
2023/03/15;0300 UTC;70;4.3;0.9
2023/03/15;0400 UTC;73;3.4;0.8
2023/03/15;0500 UTC;68;3.9;0.6
2023/03/15;0600 UTC;74;2.6;0.6
2023/03/15;0700 UTC;154;8;1.5
2023/03/15;0800 UTC;80;5;0.4
2023/03/15;0900 UTC;31;2.3;0.4
2023/03/15;1000 UTC;30;6;0.7
2023/03/15;1100 UTC;132;3.2;0.9
2023/03/15;1200 UTC;96;3;0.5
2023/03/15;1300 UTC;178;5.3;0.7
2023/03/15;1400 UTC;237;4.1;1
2023/03/15;1500 UTC;202;5.5;1.5
2023/03/15;1600 UTC;207;5.5;1.7
2023/03/15;1700 UTC;193;5.2;2
2023/03/15;1800 UTC;194;5.5;2
2023/03/15;1900 UTC;193;4.4;1.6
2023/03/15;2000 UTC;177;5.1;1.9
2023/03/15;2100 UTC;156;5.2;0.9
2023/03/15;2200 UTC;154;4.7;0.7
2023/03/15;2300 UTC;136;3.5;1
2023/03/16;0000 UTC;142;5.3;1
2023/03/16;0100 UTC;153;3.9;1
2023/03/16;0200 UTC;44;3.9;0.5
2023/03/16;0300 UTC;106;2.8;0.6
2023/03/16;0400 UTC;133;2.8;0.6
2023/03/16;0500 UTC;130;3.6;0.6
2023/03/16;0600 UTC;46;2.5;0.4
2023/03/16;0700 UTC;104;1.9;0.4
2023/03/16;0800 UTC;85;1.9;0.5
2023/03/16;0900 UTC;193;3.8;1.3
2023/03/16;1000 UTC;274;3.8;0.4
2023/03/16;1100 UTC;238;3.5;0.9
2023/03/16;1200 UTC;261;4.6;1
2023/03/16;1300 UTC;199;5.8;2.3
2023/03/16;1400 UTC;197;6;2
2023/03/16;1500 UTC;197;5.3;2.1
2023/03/16;1600 UTC;177;4.5;1.2
2023/03/16;1700 UTC;182;4.7;1.7
2023/03/16;1800 UTC;165;5;1.3
2023/03/16;1900 UTC;178;5.3;1.8
2023/03/16;2000 UTC;177;6;2.3
2023/03/16;2100 UTC;175;6.1;2
2023/03/16;2200 UTC;168;5.7;1.8
2023/03/16;2300 UTC;154;6.1;1.5
2023/03/17;0000 UTC;139;6.3;1.1
2023/03/17;0100 UTC;119;6.3;0.8
2023/03/17;0200 UTC;106;4.1;0.9
2023/03/17;0300 UTC;101;4.2;0.8
2023/03/17;0400 UTC;127;3.8;1
2023/03/17;0500 UTC;134;3.5;0.6
2023/03/17;0600 UTC;26;4;0.5
2023/03/17;0700 UTC;88;3;0.5
2023/03/17;0800 UTC;45;3.4;0.5
2023/03/17;0900 UTC;348;1.8;0.5
2023/03/17;1000 UTC;268;3.2;0.6
2023/03/17;1100 UTC;324;4;0.8
2023/03/17;1200 UTC;205;3;1.2
2023/03/17;1300 UTC;206;4.3;1.2
2023/03/17;1400 UTC;198;4.2;1.9
2023/03/17;1500 UTC;198;4.5;2
2023/03/17;1600 UTC;194;5;1.8
2023/03/17;1700 UTC;183;5.7;1.3
2023/03/17;1800 UTC;158;4.1;1.1
2023/03/17;1900 UTC;158;4.1;1.2
2023/03/17;2000 UTC;173;4;1
2023/03/17;2100 UTC;145;3.2;0.8
2023/03/17;2200 UTC;101;3.4;0.7
2023/03/17;2300 UTC;90;4;1
2023/03/18;0000 UTC;95;4.1;0.9
2023/03/18;0100 UTC;63;3.6;0.6
2023/03/18;0200 UTC;72;3.7;0.6
2023/03/18;0300 UTC;52;2.8;0.8
2023/03/18;0400 UTC;52;2.5;0.5
2023/03/18;0500 UTC;102;2.2;0.5
2023/03/18;0600 UTC;149;3.6;1
2023/03/18;0700 UTC;147;3.7;1.2
2023/03/18;0800 UTC;115;3.9;1.1
2023/03/18;0900 UTC;33;3.8;0.6
2023/03/18;1000 UTC;152;4.1;0.6
2023/03/18;1100 UTC;152;2.9;0.8
2023/03/18;1200 UTC;38;3.5;0.9
2023/03/18;1300 UTC;107;3.4;1
2023/03/18;1400 UTC;175;3.7;1.2
2023/03/18;1500 UTC;171;4.3;1.2
2023/03/18;1600 UTC;160;4.3;1
2023/03/18;1700 UTC;171;3.6;1.3
2023/03/18;1800 UTC;34;4.9;1.6
2023/03/18;1900 UTC;125;4.4;0.7
2023/03/18;2000 UTC;167;5.5;0.6
2023/03/18;2100 UTC;41;4.8;1.4
2023/03/18;2200 UTC;75;4;0.7
2023/03/18;2300 UTC;135;2.6;0.7
2023/03/19;0000 UTC;141;4.1;0.7
2023/03/19;0100 UTC;87;4.3;0.8
2023/03/19;0200 UTC;86;4.6;1.2
2023/03/19;0300 UTC;107;4.4;1
2023/03/19;0400 UTC;80;3.3;0.6
2023/03/19;0500 UTC;69;2.7;0.8
2023/03/19;0600 UTC;91;3;0.7
2023/03/19;0700 UTC;72;3;0.5
2023/03/19;0800 UTC;47;2.7;0.4
2023/03/19;0900 UTC;61;4.9;0.8
2023/03/19;1000 UTC;143;3.2;0.5
2023/03/19;1100 UTC;69;2.4;0.7
2023/03/19;1200 UTC;105;2.4;0.4
2023/03/19;1300 UTC;128;2.9;1
2023/03/19;1400 UTC;98;4.9;1.5
2023/03/19;1500 UTC;102;4.2;0.8
2023/03/19;1600 UTC;159;4.2;1.3
2023/03/19;1700 UTC;158;4.4;1.1
2023/03/19;1800 UTC;155;4.6;1.3
2023/03/19;1900 UTC;146;4.3;1
2023/03/19;2000 UTC;107;3.6;0.8
2023/03/19;2100 UTC;94;4.5;0.9
2023/03/19;2200 UTC;41;4.5;0.5
2023/03/19;2300 UTC;105;2.9;0.5
2023/03/20;0000 UTC;95;3.8;0.5
2023/03/20;0100 UTC;83;3;0.6
2023/03/20;0200 UTC;58;3;0.5
2023/03/20;0300 UTC;71;3.6;0.7
2023/03/20;0400 UTC;119;2.6;0.4
2023/03/20;0500 UTC;97;2.8;0.4
2023/03/20;0600 UTC;68;2.1;0.4
2023/03/20;0700 UTC;110;2;0.4
2023/03/20;0800 UTC;38;2;0.4
2023/03/20;0900 UTC;73;1.3;0.4
2023/03/20;1000 UTC;30;1.4;0.5
2023/03/20;1100 UTC;114;2.6;0.4
2023/03/20;1200 UTC;172;3.7;1.2
2023/03/20;1300 UTC;163;4;1.4
2023/03/20;1400 UTC;131;4;1.1
2023/03/20;1500 UTC;103;5;1.2
2023/03/20;1600 UTC;85;5;1.3
2023/03/20;1700 UTC;104;6.8;1.3
2023/03/20;1800 UTC;98;5.9;1.4
2023/03/20;1900 UTC;97;5.8;1.5
2023/03/20;2000 UTC;65;5.4;0.9
2023/03/20;2100 UTC;114;4.1;0.9
2023/03/20;2200 UTC;104;3.1;0.8
2023/03/20;2300 UTC;49;3.3;0.5
2023/03/21;0000 UTC;59;3;0.6
2023/03/21;0100 UTC;72;2.4;0.6
2023/03/21;0200 UTC;25;4.9;2.2
2023/03/21;0300 UTC;335;4.9;0.9
2023/03/21;0400 UTC;33;3.3;0.5
2023/03/21;0500 UTC;137;1.7;0.4
2023/03/21;0600 UTC;122;2.7;0.6
2023/03/21;0700 UTC;122;2.2;0.4
2023/03/21;0800 UTC;75;3.2;0.9
2023/03/21;0900 UTC;38;6.8;0.5
2023/03/21;1000 UTC;169;2.3;0.5
2023/03/21;1100 UTC;189;2;0.4
2023/03/21;1200 UTC;217;2.3;0.7
2023/03/21;1300 UTC;234;3.4;0.9
2023/03/21;1400 UTC;201;4;1.9
2023/03/21;1500 UTC;183;4;1.2
2023/03/21;1600 UTC;110;3.6;1.2
2023/03/21;1700 UTC;173;3.6;0.9
2023/03/21;1800 UTC;157;3.7;0.9
2023/03/21;1900 UTC;49;6.4;1.4
2023/03/21;2000 UTC;40;5.5;1.7
2023/03/21;2100 UTC;38;4.5;0.9
2023/03/21;2200 UTC;50;3.5;0.3
2023/03/21;2300 UTC;27;1.9;0.7
2023/03/22;0000 UTC;16;1.3;0.3
2023/03/22;0100 UTC;45;1.1;0.3
2023/03/22;0200 UTC;18;1.4;0.4
2023/03/22;0300 UTC;11;1.1;0.3
2023/03/22;0400 UTC;208;1.3;0.7
2023/03/22;0500 UTC;273;1.5;0.3
2023/03/22;0600 UTC;182;2.9;0.5
2023/03/22;0700 UTC;200;3.5;0.9
2023/03/22;0800 UTC;199;4.3;1.9
2023/03/22;0900 UTC;168;4.3;0.6
2023/03/22;1000 UTC;79;4.5;0.8
2023/03/22;1100 UTC;190;2.8;0.5
2023/03/22;1200 UTC;6;1.9;0.7
2023/03/22;1300 UTC;169;2.4;0.7
2023/03/22;1400 UTC;195;3.9;1.4
2023/03/22;1500 UTC;199;4;1.3
2023/03/22;1600 UTC;196;4.3;1.6
2023/03/22;1700 UTC;181;4.6;1.2
2023/03/22;1800 UTC;174;3.8;1
2023/03/22;1900 UTC;170;3.3;1
2023/03/22;2000 UTC;182;4;1.1
2023/03/22;2100 UTC;184;3.7;0.9
2023/03/22;2200 UTC;188;3.2;0.9
2023/03/22;2300 UTC;105;4.3;0.8
2023/03/23;0000 UTC;105;4.3;1
2023/03/23;0100 UTC;106;4.5;1.1
2023/03/23;0200 UTC;91;4.2;0.9
2023/03/23;0300 UTC;143;2.9;0.7
2023/03/23;0400 UTC;123;4;0.7
2023/03/23;0500 UTC;125;4.8;0.8
2023/03/23;0600 UTC;120;4.6;1
2023/03/23;0700 UTC;98;5;0.9
2023/03/23;0800 UTC;121;4.3;1
2023/03/23;0900 UTC;108;4.9;0.9
2023/03/23;1000 UTC;109;4.5;0.8
2023/03/23;1100 UTC;150;6.1;1.3
2023/03/23;1200 UTC;141;5.4;1.4
2023/03/23;1300 UTC;152;5.2;1.5
2023/03/23;1400 UTC;140;6.1;1.7
2023/03/23;1500 UTC;163;6.1;1.3
2023/03/23;1600 UTC;166;6.1;1.4
2023/03/23;1700 UTC;158;6.1;1.5
2023/03/23;1800 UTC;166;5.6;1.3
2023/03/23;1900 UTC;160;5.5;1.6
2023/03/23;2000 UTC;163;6.1;1.7
2023/03/23;2100 UTC;154;6.2;1.7
2023/03/23;2200 UTC;157;8.2;1.4
2023/03/23;2300 UTC;158;7.6;1.7
2023/03/24;0000 UTC;160;6.6;1.9
2023/03/24;0100 UTC;139;6.9;1.8
2023/03/24;0200 UTC;147;6.9;1.3
2023/03/24;0300 UTC;145;6.5;1.3
2023/03/24;0400 UTC;161;7.6;0.6
2023/03/24;0500 UTC;143;5.2;1.4
2023/03/24;0600 UTC;146;5.2;1.1
2023/03/24;0700 UTC;140;9.7;1.8
2023/03/24;0800 UTC;114;6.9;0.9
2023/03/24;0900 UTC;150;4.9;0.5
2023/03/24;1000 UTC;161;6.2;1.7
2023/03/24;1100 UTC;165;6.6;1.5
2023/03/24;1200 UTC;145;6.9;1.1
2023/03/24;1300 UTC;157;5.6;1.2
2023/03/24;1400 UTC;161;4.6;1.3
2023/03/24;1500 UTC;162;5.2;1.5
2023/03/24;1600 UTC;162;5.2;1.4
2023/03/24;1700 UTC;169;5;1.1
2023/03/24;1800 UTC;165;5.3;1.8
2023/03/24;1900 UTC;163;6.4;1.8
2023/03/24;2000 UTC;149;5.8;1.2
2023/03/24;2100 UTC;129;6.2;1.2
2023/03/24;2200 UTC;169;4.6;1.4
2023/03/24;2300 UTC;124;10.2;1.7
2023/03/25;0000 UTC;160;6;1.6
2023/03/25;0100 UTC;51;6.5;0.6
2023/03/25;0200 UTC;62;5.3;0.5
2023/03/25;0300 UTC;17;4.8;0.6
2023/03/25;0400 UTC;286;3.2;0.3
2023/03/25;0500 UTC;306;1.1;0.4
2023/03/25;0600 UTC;254;1;0.4
2023/03/25;0700 UTC;168;1.6;0.4
2023/03/25;0800 UTC;301;1.7;0.6
2023/03/25;0900 UTC;231;2.2;0.4
2023/03/25;1000 UTC;192;2.3;0.4
2023/03/25;1100 UTC;211;3.1;1.2
2023/03/25;1200 UTC;207;4;1.9
2023/03/25;1300 UTC;199;4.9;1.5
2023/03/25;1400 UTC;199;4.3;1.3
2023/03/25;1500 UTC;184;3.8;1.4
2023/03/25;1600 UTC;36;3.4;1.1
2023/03/25;1700 UTC;114;2.3;0.4
2023/03/25;1800 UTC;130;2.3;0.7
2023/03/25;1900 UTC;123;3.2;0.7
2023/03/25;2000 UTC;119;2.7;0.6
2023/03/25;2100 UTC;138;2.5;0.9
2023/03/25;2200 UTC;119;2.8;0.6
2023/03/25;2300 UTC;146;3.2;1
2023/03/26;0000 UTC;139;4.2;0.5
2023/03/26;0100 UTC;87;2.9;0.5
2023/03/26;0200 UTC;92;2.6;0.6
2023/03/26;0300 UTC;102;2.5;0.7
2023/03/26;0400 UTC;130;2.4;0.2
2023/03/26;0500 UTC;118;4.9;0.3
2023/03/26;0600 UTC;126;1.4;0.4
2023/03/26;0700 UTC;100;4.5;0.8
2023/03/26;0800 UTC;53;4.5;0.4
2023/03/26;0900 UTC;43;2.3;0.5
2023/03/26;1000 UTC;56;1.2;0.4
2023/03/26;1100 UTC;29;3.8;1.5
2023/03/26;1200 UTC;143;4;0.6
2023/03/26;1300 UTC;207;2.7;0.4
2023/03/26;1400 UTC;137;2.6;0.8
2023/03/26;1500 UTC;185;4;1.2
2023/03/26;1600 UTC;199;4;1.5
2023/03/26;1700 UTC;192;3.6;1.1
2023/03/26;1800 UTC;162;2.6;0.8
2023/03/26;1900 UTC;172;4.1;0.7
2023/03/26;2000 UTC;162;3.2;0.6
2023/03/26;2100 UTC;90;3.1;0.6
2023/03/26;2200 UTC;116;2.5;0.6
2023/03/26;2300 UTC;74;3.1;0.9
2023/03/27;0000 UTC;50;4;0.8
2023/03/27;0100 UTC;49;3.8;0.8
2023/03/27;0200 UTC;37;2.9;0.7
2023/03/27;0300 UTC;43;4.9;0.9
2023/03/27;0400 UTC;45;4.9;1.3
2023/03/27;0500 UTC;41;3.6;1
2023/03/27;0600 UTC;48;3.1;0.9
2023/03/27;0700 UTC;39;3.5;1.1
2023/03/27;0800 UTC;36;3.4;0.8
2023/03/27;0900 UTC;44;2.6;0.9
2023/03/27;1000 UTC;33;2;0.6
2023/03/27;1100 UTC;47;2.5;0.8
2023/03/27;1200 UTC;62;4;1.3
2023/03/27;1300 UTC;86;4.4;1
2023/03/27;1400 UTC;111;4.7;0.9
2023/03/27;1500 UTC;115;4.2;1.2
2023/03/27;1600 UTC;113;4.7;1.3
2023/03/27;1700 UTC;112;4.3;1.1
2023/03/27;1800 UTC;119;4.7;1.4
2023/03/27;1900 UTC;118;4.4;0.9
2023/03/27;2000 UTC;94;4.3;1
2023/03/27;2100 UTC;129;3.9;0.8
2023/03/27;2200 UTC;130;3.7;0.7
2023/03/27;2300 UTC;136;4;1
2023/03/28;0000 UTC;130;4;0.8
2023/03/28;0100 UTC;64;4.4;0.8
2023/03/28;0200 UTC;113;4.4;0.7
2023/03/28;0300 UTC;93;3.4;0.7
2023/03/28;0400 UTC;117;4.8;1.4
2023/03/28;0500 UTC;75;5.4;0.9
2023/03/28;0600 UTC;28;5.1;0.5
2023/03/28;0700 UTC;64;1.4;0.3
2023/03/28;0800 UTC;15;1.6;0.5
2023/03/28;0900 UTC;44;5.6;1.4
2023/03/28;1000 UTC;38;4.5;0.7
2023/03/28;1100 UTC;129;2.5;0.8
2023/03/28;1200 UTC;107;5.6;1.1
2023/03/28;1300 UTC;161;5.6;0.7
2023/03/28;1400 UTC;176;3.1;0.9
2023/03/28;1500 UTC;116;5.9;1.2
2023/03/28;1600 UTC;155;3.9;1.1
2023/03/28;1700 UTC;149;5.6;1.4
2023/03/28;1800 UTC;147;5.6;1.2
2023/03/28;1900 UTC;146;4.9;1.2
2023/03/28;2000 UTC;107;4.6;0.9
2023/03/28;2100 UTC;150;4.6;1.2
2023/03/28;2200 UTC;139;4.3;0.6
2023/03/28;2300 UTC;232;7.5;0.5
2023/03/29;0000 UTC;62;7.8;0.7
2023/03/29;0100 UTC;84;4.9;0.8
2023/03/29;0200 UTC;61;4;0.8
2023/03/29;0300 UTC;96;3.4;0.7
2023/03/29;0400 UTC;79;4;0.8
2023/03/29;0500 UTC;108;3;0.8
2023/03/29;0600 UTC;115;4.6;0.6
2023/03/29;0700 UTC;68;3.1;0.8
2023/03/29;0800 UTC;28;3.3;0.6
2023/03/29;0900 UTC;344;5.1;0.4
2023/03/29;1000 UTC;124;4.5;0.6
2023/03/29;1100 UTC;152;2.8;0.4
2023/03/29;1200 UTC;188;3.4;1.1
2023/03/29;1300 UTC;234;4.2;0.7
2023/03/29;1400 UTC;173;5.6;0.8
2023/03/29;1500 UTC;148;6.2;1.5
2023/03/29;1600 UTC;154;5.2;1.1
2023/03/29;1700 UTC;162;4.7;1.2
2023/03/29;1800 UTC;126;6.7;1.5
2023/03/29;1900 UTC;183;6.6;0.7
2023/03/29;2000 UTC;105;5;0.8
2023/03/29;2100 UTC;89;5.8;1.6
2023/03/29;2200 UTC;133;7.3;1.2
2023/03/29;2300 UTC;149;5.4;1.1
2023/03/30;0000 UTC;113;6.4;1.2
2023/03/30;0100 UTC;115;7.4;1
2023/03/30;0200 UTC;119;5;1
2023/03/30;0300 UTC;115;5;0.9
2023/03/30;0400 UTC;98;5.2;0.7
2023/03/30;0500 UTC;143;4.2;1.1
2023/03/30;0600 UTC;147;4.1;0.8
2023/03/30;0700 UTC;63;5.3;0.6
2023/03/30;0800 UTC;55;4.9;0.8
2023/03/30;0900 UTC;102;4.7;0.8
2023/03/30;1000 UTC;115;4.2;0.9
2023/03/30;1100 UTC;143;4.2;1
2023/03/30;1200 UTC;137;4.5;1.2
2023/03/30;1300 UTC;140;4.8;1.3
2023/03/30;1400 UTC;156;5.1;1.4
2023/03/30;1500 UTC;112;5.2;1.3
2023/03/30;1600 UTC;162;4.5;1.5
2023/03/30;1700 UTC;164;4.9;1.1
2023/03/30;1800 UTC;153;3.4;0.9
2023/03/30;1900 UTC;137;3.4;0.8
2023/03/30;2000 UTC;156;4.5;0.8
2023/03/30;2100 UTC;123;3.8;0.8
2023/03/30;2200 UTC;139;3.9;1
2023/03/30;2300 UTC;153;4;1
2023/03/31;0000 UTC;153;3.8;1.1
2023/03/31;0100 UTC;144;5;1.2
2023/03/31;0200 UTC;75;5.2;1
2023/03/31;0300 UTC;140;4.4;0.9
2023/03/31;0400 UTC;142;5.8;1.2
2023/03/31;0500 UTC;94;3.8;0.7
2023/03/31;0600 UTC;77;4.6;0.8
2023/03/31;0700 UTC;165;4.3;0.8
2023/03/31;0800 UTC;73;4;0.9
2023/03/31;0900 UTC;319;4;0.3
2023/03/31;1000 UTC;350;1.8;0.6
2023/03/31;1100 UTC;251;2.1;0.7
2023/03/31;1200 UTC;169;3.6;1.4
2023/03/31;1300 UTC;163;4.5;1
2023/03/31;1400 UTC;45;7.1;1
2023/03/31;1500 UTC;144;3.2;1
2023/03/31;1600 UTC;162;3.3;1.2
2023/03/31;1700 UTC;128;5;1.2
2023/03/31;1800 UTC;126;5.5;1
2023/03/31;1900 UTC;141;4.4;1.1
2023/03/31;2000 UTC;136;4;0.7
2023/03/31;2100 UTC;151;3.9;0.6
2023/03/31;2200 UTC;82;3.3;0.7
2023/03/31;2300 UTC;96;2.7;0.7
2023/04/01;0000 UTC;57;2.9;0.5
2023/04/01;0100 UTC;54;2.8;0.6
2023/04/01;0200 UTC;44;2.4;0.5
2023/04/01;0300 UTC;345;1.7;0.6
2023/04/01;0400 UTC;359;1.4;0.4
2023/04/01;0500 UTC;59;1.7;0.4
2023/04/01;0600 UTC;34;1.2;0.3
2023/04/01;0700 UTC;21;1.1;0.3
2023/04/01;0800 UTC;116;1.2;0.3
2023/04/01;0900 UTC;68;1.2;0.2
2023/04/01;1000 UTC;33;1;0.2
2023/04/01;1100 UTC;224;2.6;1
2023/04/01;1200 UTC;199;3.6;1.4
2023/04/01;1300 UTC;220;3.9;0.7
2023/04/01;1400 UTC;194;4.4;1.7
2023/04/01;1500 UTC;161;4.4;1.2
2023/04/01;1600 UTC;176;4.4;1.4
2023/04/01;1700 UTC;114;5.3;0.9
2023/04/01;1800 UTC;88;4.7;1.1
2023/04/01;1900 UTC;90;4.8;1.3
2023/04/01;2000 UTC;65;4.9;0.9
2023/04/01;2100 UTC;73;4.7;1.2
2023/04/01;2200 UTC;58;4.6;1.3
2023/04/01;2300 UTC;62;5.6;1.2
2023/04/02;0000 UTC;53;4;1.5
2023/04/02;0100 UTC;51;4.2;1.1
2023/04/02;0200 UTC;37;3.7;1.1
2023/04/02;0300 UTC;31;3.4;1.1
2023/04/02;0400 UTC;24;2.7;0.7
2023/04/02;0500 UTC;15;2;0.4
2023/04/02;0600 UTC;25;1.9;0.6
2023/04/02;0700 UTC;19;1.7;0.5
2023/04/02;0800 UTC;75;1.4;0.2
2023/04/02;0900 UTC;327;1.5;0.5
2023/04/02;1000 UTC;319;1.6;0.6
2023/04/02;1100 UTC;351;3.1;0.7
2023/04/02;1200 UTC;316;3.9;1.1
2023/04/02;1300 UTC;301;4.7;1.9
2023/04/02;1400 UTC;321;4.7;1.5
2023/04/02;1500 UTC;182;4.7;0.9
2023/04/02;1600 UTC;161;3.7;1.1
2023/04/02;1700 UTC;139;4.4;1.2
2023/04/02;1800 UTC;97;4.6;1
2023/04/02;1900 UTC;96;4.7;1.2
2023/04/02;2000 UTC;97;4.5;1.1
2023/04/02;2100 UTC;97;4.5;1.2
2023/04/02;2200 UTC;99;4;1.2
2023/04/02;2300 UTC;100;4.6;1.2
2023/04/03;0000 UTC;108;4.8;0.9
2023/04/03;0100 UTC;78;3.5;0.7
2023/04/03;0200 UTC;98;4;1
2023/04/03;0300 UTC;116;4.1;0.8
2023/04/03;0400 UTC;100;3.1;0.8
2023/04/03;0500 UTC;97;3.8;0.8
2023/04/03;0600 UTC;116;2.9;0.7
2023/04/03;0700 UTC;91;3.1;0.5
2023/04/03;0800 UTC;153;4;0.6
2023/04/03;0900 UTC;145;3.7;0.7
2023/04/03;1000 UTC;129;3;0.7
2023/04/03;1100 UTC;156;4.8;1.1
2023/04/03;1200 UTC;168;4.1;1.4
2023/04/03;1300 UTC;171;5.4;1.6
2023/04/03;1400 UTC;165;4.8;1.5
2023/04/03;1500 UTC;164;5.5;1.9
2023/04/03;1600 UTC;163;6.4;2.2
2023/04/03;1700 UTC;170;6.1;1.6
2023/04/03;1800 UTC;161;5.9;1.9
2023/04/03;1900 UTC;163;5.7;1.4
2023/04/03;2000 UTC;151;5.4;1.1
2023/04/03;2100 UTC;153;6.5;1.4
2023/04/03;2200 UTC;154;5.8;1.2
2023/04/03;2300 UTC;138;5.6;1
2023/04/04;0000 UTC;150;5.5;1.8
2023/04/04;0100 UTC;146;5.6;1.4
2023/04/04;0200 UTC;142;6.4;0.8
2023/04/04;0300 UTC;152;4.1;1.1
2023/04/04;0400 UTC;130;5.9;1
2023/04/04;0500 UTC;70;7.7;0.9
2023/04/04;0600 UTC;204;3.5;1
2023/04/04;0700 UTC;36;3.6;0.6
2023/04/04;0800 UTC;66;5.6;1.2
2023/04/04;0900 UTC;259;4.1;0.4
2023/04/04;1000 UTC;314;2.2;0.3
2023/04/04;1100 UTC;198;5.1;1.4
2023/04/04;1200 UTC;144;10.7;2
2023/04/04;1300 UTC;218;10.7;0.5
2023/04/04;1400 UTC;196;4.5;2
2023/04/04;1500 UTC;194;5;2.2
2023/04/04;1600 UTC;188;6.4;2.6
2023/04/04;1700 UTC;199;6.2;2.5
2023/04/04;1800 UTC;183;6;1.4
2023/04/04;1900 UTC;171;6.9;2.3
2023/04/04;2000 UTC;176;6.6;1.9
2023/04/04;2100 UTC;177;5.4;1.7
2023/04/04;2200 UTC;162;4.8;1.4
2023/04/04;2300 UTC;121;4.8;1.3
2023/04/05;0000 UTC;126;4.6;0.8
2023/04/05;0100 UTC;156;7.1;2.2
2023/04/05;0200 UTC;130;7.1;1
2023/04/05;0300 UTC;87;6;0.5
2023/04/05;0400 UTC;186;2.1;0.5
2023/04/05;0500 UTC;154;2.1;0.4
2023/04/05;0600 UTC;114;3.6;0.7
2023/04/05;0700 UTC;52;4.6;0.4
2023/04/05;0800 UTC;124;1.2;0.4
2023/04/05;0900 UTC;224;1.2;0.4
2023/04/05;1000 UTC;244;2.8;0.7
2023/04/05;1100 UTC;226;2.8;0.7
2023/04/05;1200 UTC;207;3.9;1.8
2023/04/05;1300 UTC;221;4.7;1.3
2023/04/05;1400 UTC;207;5.1;1.8
2023/04/05;1500 UTC;196;6.4;2.2
2023/04/05;1600 UTC;202;6.4;1.4
2023/04/05;1700 UTC;171;4.6;1.7
2023/04/05;1800 UTC;172;5.1;1.7
2023/04/05;1900 UTC;75;6.3;1.4
2023/04/05;2000 UTC;82;4.1;0.7
2023/04/05;2100 UTC;69;3.2;0.8
2023/04/05;2200 UTC;81;3.6;0.8
2023/04/05;2300 UTC;110;4;0.7
2023/04/06;0000 UTC;96;4.2;0.7
2023/04/06;0100 UTC;99;3.5;0.6
2023/04/06;0200 UTC;70;2.5;0.6
2023/04/06;0300 UTC;114;2.6;0.3
2023/04/06;0400 UTC;58;2.2;0.6
2023/04/06;0500 UTC;64;2.2;0.5
2023/04/06;0600 UTC;112;1.7;0.5
2023/04/06;0700 UTC;46;2.2;0.5
2023/04/06;0800 UTC;34;1.8;0.5
2023/04/06;0900 UTC;122;1.7;0.5
2023/04/06;1000 UTC;156;2.5;0.7
2023/04/06;1100 UTC;114;3.4;1.1
2023/04/06;1200 UTC;118;3.9;1
2023/04/06;1300 UTC;154;4.2;1.3
2023/04/06;1400 UTC;161;5.1;1.2
2023/04/06;1500 UTC;147;4.8;1
2023/04/06;1600 UTC;140;3.9;1.2
2023/04/06;1700 UTC;147;4.6;1.4
2023/04/06;1800 UTC;158;4.3;1.1
2023/04/06;1900 UTC;139;4.1;1
2023/04/06;2000 UTC;132;4.7;1
2023/04/06;2100 UTC;144;4.1;0.8
2023/04/06;2200 UTC;142;2.9;0.8
2023/04/06;2300 UTC;128;4;0.6
