Data;Hora UTC;VENTO-DIREÇÃO;VENTO-RAJADA;VENTO
2023/06/18;1900 UTC;179;7.6;2.6
2023/06/18;2000 UTC;181;7.6;1.6
2023/06/18;2100 UTC;175;5.9;1.6
2023/06/18;2200 UTC;191;7.1;2.5
2023/06/18;2300 UTC;196;6.4;2.6
2023/06/19;0000 UTC;188;7;2
2023/06/19;0100 UTC;178;6.8;1.1
2023/06/19;0200 UTC;171;5.6;1.4
2023/06/19;0300 UTC;104;3.6;0.6
2023/06/19;0400 UTC;198;4.4;1.9
2023/06/19;0500 UTC;197;5.9;2
2023/06/19;0600 UTC;184;5.3;1.4
2023/06/19;0700 UTC;182;5.8;1.7
2023/06/19;0800 UTC;182;4.9;1.9
2023/06/19;0900 UTC;165;6.2;0.8
2023/06/19;1000 UTC;174;2.9;0.5
2023/06/19;1100 UTC;178;6.4;2.7
2023/06/19;1200 UTC;181;7.8;1.7
2023/06/19;1300 UTC;176;6;2.1
2023/06/19;1400 UTC;166;7;1.1
2023/06/19;1500 UTC;174;6.8;2
2023/06/19;1600 UTC;147;8.5;1.4
2023/06/19;1700 UTC;109;7;1.3
2023/06/19;1800 UTC;158;7.8;1.9
2023/06/19;1900 UTC;166;10.7;2.8
2023/06/19;2000 UTC;175;14.5;4
2023/06/19;2100 UTC;149;11.2;2.8
2023/06/19;2200 UTC;156;11.8;3.1
2023/06/19;2300 UTC;147;10.3;2.7
2023/06/20;0000 UTC;153;11.8;2.6
2023/06/20;0100 UTC;152;9.5;2.5
2023/06/20;0200 UTC;139;9.5;2.3
2023/06/20;0300 UTC;160;10.8;2.5
2023/06/20;0400 UTC;152;8.6;2.3
2023/06/20;0500 UTC;160;9.4;2.2
2023/06/20;0600 UTC;184;10.9;3.4
2023/06/20;0700 UTC;165;10.6;3.2
2023/06/20;0800 UTC;178;11.1;3.7
2023/06/20;0900 UTC;179;10.5;4.2
2023/06/20;1000 UTC;180;11.5;3.7
2023/06/20;1100 UTC;175;9.6;3
2023/06/20;1200 UTC;161;9.3;2.7
2023/06/20;1300 UTC;163;9.3;2.8
2023/06/20;1400 UTC;169;8.7;2.2
2023/06/20;1500 UTC;165;8.5;2
2023/06/20;1600 UTC;179;9.8;3.5
2023/06/20;1700 UTC;158;8.7;2.5
2023/06/20;1800 UTC;166;10;2.5
2023/06/20;1900 UTC;150;8.4;2
2023/06/20;2000 UTC;107;7.2;1.5
2023/06/20;2100 UTC;147;6.2;1.8
2023/06/20;2200 UTC;96;7.7;1.1
2023/06/20;2300 UTC;157;8.6;2.4
2023/06/21;0000 UTC;158;8.1;2.6
2023/06/21;0100 UTC;165;8.1;2.5
2023/06/21;0200 UTC;110;7.7;1.9
2023/06/21;0300 UTC;167;8;1.1
2023/06/21;0400 UTC;168;7.1;2.2
2023/06/21;0500 UTC;177;8;3
2023/06/21;0600 UTC;169;9;2.8
2023/06/21;0700 UTC;170;7.9;2.6
2023/06/21;0800 UTC;178;11.3;3
2023/06/21;0900 UTC;155;9;2.2
2023/06/21;1000 UTC;171;9.5;2.8
2023/06/21;1100 UTC;187;10.2;3.3
2023/06/21;1200 UTC;162;9.7;2.2
2023/06/21;1300 UTC;163;8;2
2023/06/21;1400 UTC;156;7;1.7
2023/06/21;1500 UTC;159;6.5;1.8
2023/06/21;1600 UTC;170;7.6;1.7
2023/06/21;1700 UTC;162;8.4;1.7
2023/06/21;1800 UTC;160;7;2.2
2023/06/21;1900 UTC;155;9.5;1.9
2023/06/21;2000 UTC;158;8.3;2.1
2023/06/21;2100 UTC;172;8.7;2.7
2023/06/21;2200 UTC;177;9.2;2.7
2023/06/21;2300 UTC;174;7.8;2.6
2023/06/22;0000 UTC;178;9.2;2
2023/06/22;0100 UTC;171;6.9;2.1
2023/06/22;0200 UTC;170;8.6;2.3
2023/06/22;0300 UTC;158;7.3;1.6
2023/06/22;0400 UTC;147;6.4;1.5
2023/06/22;0500 UTC;158;5.5;1.6
2023/06/22;0600 UTC;169;7.3;2.2
2023/06/22;0700 UTC;152;5.6;1.6
2023/06/22;0800 UTC;153;6.6;1.4
2023/06/22;0900 UTC;153;5.5;1.3
2023/06/22;1000 UTC;156;6.3;1.9
2023/06/22;1100 UTC;149;6.5;1.7
2023/06/22;1200 UTC;154;7.6;1.5
2023/06/22;1300 UTC;167;7.6;1.3
2023/06/22;1400 UTC;164;6.6;1.7
2023/06/22;1500 UTC;177;7;2.3
2023/06/22;1600 UTC;171;6.6;1.5
2023/06/22;1700 UTC;161;5.6;1.6
2023/06/22;1800 UTC;170;6.6;1.8
2023/06/22;1900 UTC;167;6.1;1.4
2023/06/22;2000 UTC;166;5;1.5
2023/06/22;2100 UTC;151;4.9;1.6
2023/06/22;2200 UTC;158;5.6;1.5
2023/06/22;2300 UTC;141;5.3;1.3
2023/06/23;0000 UTC;148;5.4;1.4
2023/06/23;0100 UTC;165;5.5;1.6
2023/06/23;0200 UTC;148;5.7;1.6
2023/06/23;0300 UTC;149;5.7;1.3
2023/06/23;0400 UTC;171;7.5;2.2
2023/06/23;0500 UTC;181;6.6;1.6
2023/06/23;0600 UTC;174;6.3;2.1
2023/06/23;0700 UTC;152;6.3;1.2
2023/06/23;0800 UTC;154;4.9;1.3
2023/06/23;0900 UTC;144;4.6;1.2
2023/06/23;1000 UTC;152;4.4;1.1
2023/06/23;1100 UTC;129;5;1
2023/06/23;1200 UTC;149;5.2;1.3
2023/06/23;1300 UTC;154;5.2;1.3
2023/06/23;1400 UTC;154;5.2;1.4
2023/06/23;1500 UTC;160;4.8;1.2
2023/06/23;1600 UTC;162;4.7;1.2
2023/06/23;1700 UTC;168;4.8;1
2023/06/23;1800 UTC;162;4.4;0.8
2023/06/23;1900 UTC;167;3.3;0.9
2023/06/23;2000 UTC;158;3.7;1.1
2023/06/23;2100 UTC;136;3.7;0.9
2023/06/23;2200 UTC;152;3.7;0.7
2023/06/23;2300 UTC;131;3.5;0.6
2023/06/24;0000 UTC;22;3.3;0.4
2023/06/24;0100 UTC;92;3.2;0.6
2023/06/24;0200 UTC;129;3.2;0.5
2023/06/24;0300 UTC;151;3.1;0.9
2023/06/24;0400 UTC;134;3;0.7
2023/06/24;0500 UTC;132;3;0.5
2023/06/24;0600 UTC;79;4.1;1
2023/06/24;0700 UTC;26;4.1;0.6
2023/06/24;0800 UTC;111;1.2;0.2
2023/06/24;0900 UTC;85;2.8;0.7
2023/06/24;1000 UTC;360;1.7;0.6
2023/06/24;1100 UTC;259;1.7;0.6
2023/06/24;1200 UTC;239;3.1;0.7
2023/06/24;1300 UTC;210;3.4;0.9
2023/06/24;1400 UTC;228;4;1.2
2023/06/24;1500 UTC;201;4.3;1.4
2023/06/24;1600 UTC;196;4.1;1.8
2023/06/24;1700 UTC;169;4.2;1.7
2023/06/24;1800 UTC;159;3.7;0.9
2023/06/24;1900 UTC;99;3.8;0.7
2023/06/24;2000 UTC;112;4.3;0.8
2023/06/24;2100 UTC;87;4;0.6
2023/06/24;2200 UTC;94;4;0.9
2023/06/24;2300 UTC;88;4;0.7
2023/06/25;0000 UTC;132;4.7;0.7
2023/06/25;0100 UTC;117;4.2;1.1
2023/06/25;0200 UTC;113;4.8;1.1
2023/06/25;0300 UTC;98;4.8;1
2023/06/25;0400 UTC;122;4;1.1
2023/06/25;0500 UTC;109;3.6;1.1
2023/06/25;0600 UTC;116;4.6;1
2023/06/25;0700 UTC;98;3.9;1
2023/06/25;0800 UTC;95;5.5;0.8
2023/06/25;0900 UTC;78;5.1;1.1
2023/06/25;1000 UTC;79;5.1;0.8
2023/06/25;1100 UTC;86;4.1;0.8
2023/06/25;1200 UTC;98;4;1.2
2023/06/25;1300 UTC;125;5;1.4
2023/06/25;1400 UTC;146;5.1;1.4
2023/06/25;1500 UTC;138;4.8;1.4
2023/06/25;1600 UTC;166;4.2;1.1
2023/06/25;1700 UTC;173;3.8;1.3
2023/06/25;1800 UTC;151;4.5;1.2
2023/06/25;1900 UTC;167;4.4;0.9
2023/06/25;2000 UTC;143;3.5;1.1
2023/06/25;2100 UTC;142;3.5;1
2023/06/25;2200 UTC;142;3.7;0.7
2023/06/25;2300 UTC;145;3.7;0.9
2023/06/26;0000 UTC;145;3.8;0.9
2023/06/26;0100 UTC;124;3.8;1
2023/06/26;0200 UTC;149;3.8;0.9
2023/06/26;0300 UTC;140;5.7;1
2023/06/26;0400 UTC;71;3.7;1.1
2023/06/26;0500 UTC;82;4.6;0.7
2023/06/26;0600 UTC;73;4.4;0.9
2023/06/26;0700 UTC;108;5;1
2023/06/26;0800 UTC;55;5.2;0.8
2023/06/26;0900 UTC;104;4;1
2023/06/26;1000 UTC;88;4.9;1.1
2023/06/26;1100 UTC;94;5.4;1
2023/06/26;1200 UTC;120;6;1.1
2023/06/26;1300 UTC;123;6;1.4
2023/06/26;1400 UTC;112;6;1.3
2023/06/26;1500 UTC;110;6.2;1.6
2023/06/26;1600 UTC;126;6.2;1.5
2023/06/26;1700 UTC;118;6.2;1.5
2023/06/26;1800 UTC;112;5.2;1.2
2023/06/26;1900 UTC;126;7.4;1.2
2023/06/26;2000 UTC;102;5.8;1
2023/06/26;2100 UTC;121;5;1.1
2023/06/26;2200 UTC;106;6.5;1
2023/06/26;2300 UTC;119;4.8;1.2
2023/06/27;0000 UTC;110;5.5;1.2
2023/06/27;0100 UTC;130;4.3;1.2
2023/06/27;0200 UTC;117;4.6;1
2023/06/27;0300 UTC;152;6.8;1.3
2023/06/27;0400 UTC;94;6.8;0.8
2023/06/27;0500 UTC;123;6.9;1.7
2023/06/27;0600 UTC;76;6.9;1.2
2023/06/27;0700 UTC;113;5.3;1.1
2023/06/27;0800 UTC;96;5.4;0.7
2023/06/27;0900 UTC;89;4;1.1
2023/06/27;1000 UTC;119;4.1;1
2023/06/27;1100 UTC;154;4.1;1
2023/06/27;1200 UTC;149;5;0.9
2023/06/27;1300 UTC;137;6.6;1.4
2023/06/27;1400 UTC;155;5.6;1.6
2023/06/27;1500 UTC;167;6.2;1.4
2023/06/27;1600 UTC;173;5.3;1.4
2023/06/27;1700 UTC;168;5;1.8
2023/06/27;1800 UTC;160;5.3;1.3
2023/06/27;1900 UTC;153;5.3;1.3
2023/06/27;2000 UTC;163;5.6;1.3
2023/06/27;2100 UTC;146;5.5;1.5
2023/06/27;2200 UTC;157;5.8;1.3
2023/06/27;2300 UTC;161;5.5;1.7
2023/06/28;0000 UTC;164;5.1;1.6
2023/06/28;0100 UTC;169;5.2;1.2
2023/06/28;0200 UTC;186;7.2;2.1
2023/06/28;0300 UTC;153;7.2;1.3
2023/06/28;0400 UTC;155;5;1.3
2023/06/28;0500 UTC;155;4.3;1.2
2023/06/28;0600 UTC;176;5.6;2.5
2023/06/28;0700 UTC;169;6.2;1.6
2023/06/28;0800 UTC;163;6.5;1.9
2023/06/28;0900 UTC;173;6.8;1.9
2023/06/28;1000 UTC;179;6.2;2.1
2023/06/28;1100 UTC;178;6.7;2.6
2023/06/28;1200 UTC;181;8;2.2
2023/06/28;1300 UTC;200;8;2.2
2023/06/28;1400 UTC;203;7.8;2.5
2023/06/28;1500 UTC;206;6.3;2
2023/06/28;1600 UTC;189;6.4;2.7
2023/06/28;1700 UTC;192;6.4;2.5
2023/06/28;1800 UTC;171;5.7;1.5
2023/06/28;1900 UTC;175;5.2;1.8
2023/06/28;2000 UTC;172;5.1;1
2023/06/28;2100 UTC;139;3;0.7
2023/06/28;2200 UTC;117;5;1.2
2023/06/28;2300 UTC;72;5;0.4
2023/06/29;0000 UTC;177;2.8;0.4
2023/06/29;0100 UTC;47;3.5;0.5
2023/06/29;0200 UTC;24;3.2;0.5
2023/06/29;0300 UTC;173;1.5;0.5
2023/06/29;0400 UTC;162;2.7;0.7
2023/06/29;0500 UTC;195;4.2;0.8
2023/06/29;0600 UTC;163;3;0.9
2023/06/29;0700 UTC;52;3.3;0.3
2023/06/29;0800 UTC;175;6.8;0.8
2023/06/29;0900 UTC;63;5.4;0.8
2023/06/29;1000 UTC;68;4;0.8
2023/06/29;1100 UTC;38;5.2;0.4
2023/06/29;1200 UTC;78;3.8;0.8
2023/06/29;1300 UTC;66;4.7;0.9
2023/06/29;1400 UTC;66;5.9;1
2023/06/29;1500 UTC;105;4.7;1.4
2023/06/29;1600 UTC;175;4.7;0.9
2023/06/29;1700 UTC;180;3.5;1.2
2023/06/29;1800 UTC;154;3.1;1
2023/06/29;1900 UTC;154;3.8;1
2023/06/29;2000 UTC;163;3.8;0.9
2023/06/29;2100 UTC;170;3.3;0.9
2023/06/29;2200 UTC;173;4.8;1.4
2023/06/29;2300 UTC;177;5.4;1.9
2023/06/30;0000 UTC;155;5.3;1.6
2023/06/30;0100 UTC;165;5.3;1.5
2023/06/30;0200 UTC;152;5;1.3
2023/06/30;0300 UTC;154;5.3;1.6
2023/06/30;0400 UTC;160;5.3;1.5
2023/06/30;0500 UTC;156;5.5;1.5
2023/06/30;0600 UTC;162;6.1;1.4
2023/06/30;0700 UTC;167;6.7;1.8
2023/06/30;0800 UTC;163;6.7;1.5
2023/06/30;0900 UTC;176;6.1;2
2023/06/30;1000 UTC;171;7;1.9
2023/06/30;1100 UTC;174;7;2.1
2023/06/30;1200 UTC;171;8.1;2.1
2023/06/30;1300 UTC;175;7;2.4
2023/06/30;1400 UTC;172;6.9;1.9
2023/06/30;1500 UTC;164;5.9;1.8
2023/06/30;1600 UTC;165;6;1.9
2023/06/30;1700 UTC;173;6.5;2.3
2023/06/30;1800 UTC;174;8.5;2.4
2023/06/30;1900 UTC;169;8.1;2.2
2023/06/30;2000 UTC;181;8.5;2.9
2023/06/30;2100 UTC;180;7.4;2.3
2023/06/30;2200 UTC;174;7.3;2
2023/06/30;2300 UTC;172;6.9;2
2023/07/01;0000 UTC;164;5.7;1.4
2023/07/01;0100 UTC;173;5.8;1.9
2023/07/01;0200 UTC;179;6.3;1.6
2023/07/01;0300 UTC;158;6.1;1.8
2023/07/01;0400 UTC;175;9.4;1.5
2023/07/01;0500 UTC;161;5.7;1.6
2023/07/01;0600 UTC;177;8.2;2.7
2023/07/01;0700 UTC;187;8.2;2
2023/07/01;0800 UTC;178;8.8;3.1
2023/07/01;0900 UTC;166;7.3;1.9
2023/07/01;1000 UTC;170;6.6;1.7
2023/07/01;1100 UTC;167;5.9;1.6
2023/07/01;1200 UTC;199;5.9;2.6
2023/07/01;1300 UTC;188;7.6;2.6
2023/07/01;1400 UTC;202;8.9;2.4
2023/07/01;1500 UTC;181;7.5;2.7
2023/07/01;1600 UTC;195;8.4;3
2023/07/01;1700 UTC;199;7.6;2.6
2023/07/01;1800 UTC;200;7.1;1.5
2023/07/01;1900 UTC;188;5.7;2
2023/07/01;2000 UTC;180;5.5;1.9
2023/07/01;2100 UTC;182;6.2;2.2
2023/07/01;2200 UTC;183;5.4;2.3
2023/07/01;2300 UTC;177;5.6;2.3
2023/07/02;0000 UTC;175;6.7;2
2023/07/02;0100 UTC;170;5.7;1.7
2023/07/02;0200 UTC;158;6;1.8
2023/07/02;0300 UTC;139;6;1.3
2023/07/02;0400 UTC;163;5.6;2
2023/07/02;0500 UTC;164;6.4;2
2023/07/02;0600 UTC;175;5.6;1.6
2023/07/02;0700 UTC;158;6.8;1.7
2023/07/02;0800 UTC;163;5.1;1.4
2023/07/02;0900 UTC;189;4.8;1.9
2023/07/02;1000 UTC;184;4.5;0.8
2023/07/02;1100 UTC;238;5.6;0.8
2023/07/02;1200 UTC;213;6.1;1.3
2023/07/02;1300 UTC;204;5.5;2
2023/07/02;1400 UTC;154;5.9;1.5
2023/07/02;1500 UTC;191;5.9;2.3
2023/07/02;1600 UTC;191;6.7;2.6
2023/07/02;1700 UTC;184;6.1;1.7
2023/07/02;1800 UTC;167;5.5;1.4
2023/07/02;1900 UTC;168;4.2;1.7
2023/07/02;2000 UTC;99;4;0.5
2023/07/02;2100 UTC;133;2.8;0.4
2023/07/02;2200 UTC;140;2.9;0.8
2023/07/02;2300 UTC;100;3.1;0.5
2023/07/03;0000 UTC;19;2.6;0.4
2023/07/03;0100 UTC;95;3;0.6
2023/07/03;0200 UTC;97;2.2;0.5
2023/07/03;0300 UTC;61;2.2;0.3
2023/07/03;0400 UTC;43;1.3;0.4
2023/07/03;0500 UTC;172;1;0.5
2023/07/03;0600 UTC;144;1.2;0.4
2023/07/03;0700 UTC;144;1.7;0.5
2023/07/03;0800 UTC;52;1.5;0.3
2023/07/03;0900 UTC;304;2.4;0.7
2023/07/03;1000 UTC;32;2.5;0.3
2023/07/03;1100 UTC;282;2.8;0.6
2023/07/03;1200 UTC;258;3.1;0.7
2023/07/03;1300 UTC;209;4.7;1.7
2023/07/03;1400 UTC;210;5.1;1.6
2023/07/03;1500 UTC;200;5.7;2.3
2023/07/03;1600 UTC;195;6.1;2.2
2023/07/03;1700 UTC;175;7;2.3
2023/07/03;1800 UTC;171;6.6;2.5
2023/07/03;1900 UTC;168;8.4;2.8
2023/07/03;2000 UTC;182;9.6;3.7
2023/07/03;2100 UTC;174;11.5;3
2023/07/03;2200 UTC;165;9.5;2.5
2023/07/03;2300 UTC;158;7.6;2
2023/07/04;0000 UTC;171;8.5;2.2
2023/07/04;0100 UTC;160;8.9;2.4
2023/07/04;0200 UTC;158;9.1;2
2023/07/04;0300 UTC;156;7.5;2
2023/07/04;0400 UTC;159;9.5;1.8
2023/07/04;0500 UTC;167;8.7;2.1
2023/07/04;0600 UTC;174;9.9;3.4
2023/07/04;0700 UTC;177;10.7;3.5
2023/07/04;0800 UTC;172;10.5;2.8
2023/07/04;0900 UTC;171;9.6;2.7
2023/07/04;1000 UTC;172;8;2.3
2023/07/04;1100 UTC;172;10.2;3
2023/07/04;1200 UTC;173;8.7;2.4
2023/07/04;1300 UTC;170;8.7;2.6
2023/07/04;1400 UTC;175;8.7;2.9
2023/07/04;1500 UTC;191;9.8;3.2
2023/07/04;1600 UTC;190;9.4;2.6
2023/07/04;1700 UTC;193;9.1;3.4
2023/07/04;1800 UTC;174;9.6;3.1
2023/07/04;1900 UTC;170;9.2;2.3
2023/07/04;2000 UTC;176;10.6;3.5
2023/07/04;2100 UTC;172;10.1;2.2
2023/07/04;2200 UTC;158;7.7;1.7
2023/07/04;2300 UTC;159;7;2
2023/07/05;0000 UTC;163;7;2.1
2023/07/05;0100 UTC;167;7.7;2.1
2023/07/05;0200 UTC;156;7.8;1.8
2023/07/05;0300 UTC;159;5.8;1.6
2023/07/05;0400 UTC;138;7.4;1.4
2023/07/05;0500 UTC;163;6.5;2.1
2023/07/05;0600 UTC;167;8.5;2.4
2023/07/05;0700 UTC;165;7.3;2.3
2023/07/05;0800 UTC;171;7.6;2.2
2023/07/05;0900 UTC;136;7.6;1.5
2023/07/05;1000 UTC;136;4.8;1.1
2023/07/05;1100 UTC;156;7.2;2.1
2023/07/05;1200 UTC;96;7.6;2.1
2023/07/05;1300 UTC;73;7.4;1.4
2023/07/05;1400 UTC;96;7.4;0.8
2023/07/05;1500 UTC;123;6;1.1
2023/07/05;1600 UTC;111;5.3;1.2
2023/07/05;1700 UTC;116;6;1.2
2023/07/05;1800 UTC;110;7.4;1.1
2023/07/05;1900 UTC;132;6.3;1.4
2023/07/05;2000 UTC;144;5.9;1.4
2023/07/05;2100 UTC;144;5.4;1.6
2023/07/05;2200 UTC;121;5.2;1.3
2023/07/05;2300 UTC;132;6.2;1.3
2023/07/06;0000 UTC;119;6.2;1.1
2023/07/06;0100 UTC;154;6.4;1.7
2023/07/06;0200 UTC;62;7.1;0.7
2023/07/06;0300 UTC;163;6.3;1.6
2023/07/06;0400 UTC;141;4.9;1.3
2023/07/06;0500 UTC;145;4.9;1.2
2023/07/06;0600 UTC;175;5.1;1.6
2023/07/06;0700 UTC;179;6;1.3
2023/07/06;0800 UTC;188;5.6;0.6
2023/07/06;0900 UTC;88;5.5;0.9
2023/07/06;1000 UTC;89;5.5;0.9
2023/07/06;1100 UTC;144;5;1
2023/07/06;1200 UTC;151;4.2;0.9
2023/07/06;1300 UTC;158;5.2;1.6
2023/07/06;1400 UTC;163;5;1
2023/07/06;1500 UTC;79;4.9;1.4
2023/07/06;1600 UTC;164;3.7;1.1
2023/07/06;1700 UTC;169;4.7;1.2
2023/07/06;1800 UTC;151;5;1.3
2023/07/06;1900 UTC;156;5.3;1.4
2023/07/06;2000 UTC;166;5.3;1.1
2023/07/06;2100 UTC;170;4.1;0.9
2023/07/06;2200 UTC;161;4.2;1
2023/07/06;2300 UTC;146;4;0.9
2023/07/07;0000 UTC;149;4;0.9
2023/07/07;0100 UTC;153;4.6;0.9
2023/07/07;0200 UTC;146;4.2;1.2
2023/07/07;0300 UTC;152;4.6;1.3
2023/07/07;0400 UTC;157;5.1;1.2
2023/07/07;0500 UTC;142;6.1;1.2
2023/07/07;0600 UTC;145;5.9;1.2
2023/07/07;0700 UTC;164;5.5;1.5
2023/07/07;0800 UTC;163;7.7;1.8
2023/07/07;0900 UTC;171;8;1.7
2023/07/07;1000 UTC;144;7.2;1.6
2023/07/07;1100 UTC;156;8.3;1.5
2023/07/07;1200 UTC;151;5.5;1.3
2023/07/07;1300 UTC;121;5.4;1.5
2023/07/07;1400 UTC;169;5.4;1.3
2023/07/07;1500 UTC;132;5.7;1.6
2023/07/07;1600 UTC;150;5.6;1.3
2023/07/07;1700 UTC;176;4.9;0.9
2023/07/07;1800 UTC;146;3.9;0.8
2023/07/07;1900 UTC;163;4.6;0.8
2023/07/07;2000 UTC;176;5.5;1.9
2023/07/07;2100 UTC;162;5.6;1.4
2023/07/07;2200 UTC;98;5.2;1.2
2023/07/07;2300 UTC;153;6.8;2
2023/07/08;0000 UTC;67;6.6;0.7
2023/07/08;0100 UTC;160;4.3;1.3
2023/07/08;0200 UTC;129;5.4;1.2
2023/07/08;0300 UTC;151;6.1;1
2023/07/08;0400 UTC;117;4.1;0.9
2023/07/08;0500 UTC;82;5.3;0.7
2023/07/08;0600 UTC;54;5.3;1.1
2023/07/08;0700 UTC;114;3.5;0.6
2023/07/08;0800 UTC;46;3.4;0.5
2023/07/08;0900 UTC;359;1.5;0.3
2023/07/08;1000 UTC;335;2.3;0.4
2023/07/08;1100 UTC;278;1.8;0.6
2023/07/08;1200 UTC;230;2.9;0.8
2023/07/08;1300 UTC;205;3.6;1.1
2023/07/08;1400 UTC;221;4.2;0.9
2023/07/08;1500 UTC;211;4.7;1.5
2023/07/08;1600 UTC;203;5.1;1.6
2023/07/08;1700 UTC;196;4.5;1.6
2023/07/08;1800 UTC;195;5.1;1.9
2023/07/08;1900 UTC;195;4.5;1.5
2023/07/08;2000 UTC;186;4.2;1.2
2023/07/08;2100 UTC;171;3.9;1.5
2023/07/08;2200 UTC;157;3.9;0.4
2023/07/08;2300 UTC;157;2.9;0.5
2023/07/09;0000 UTC;116;3;0.7
2023/07/09;0100 UTC;149;3.3;1
2023/07/09;0200 UTC;29;3.6;0.5
2023/07/09;0300 UTC;98;2.1;0.5
2023/07/09;0400 UTC;52;3.9;0.4
2023/07/09;0500 UTC;59;2.5;0.4
2023/07/09;0600 UTC;71;1.9;0.4
2023/07/09;0700 UTC;113;1.8;0.3
2023/07/09;0800 UTC;29;3.1;0.6
2023/07/09;0900 UTC;19;2.6;0.9
2023/07/09;1000 UTC;23;2.6;0.6
2023/07/09;1100 UTC;44;1.8;0.8
2023/07/09;1200 UTC;143;2.7;0.9
2023/07/09;1300 UTC;188;2.9;1.2
2023/07/09;1400 UTC;59;3.4;0.6
2023/07/09;1500 UTC;99;3.4;0.9
2023/07/09;1600 UTC;166;3.6;1.2
2023/07/09;1700 UTC;173;3.8;1.2
2023/07/09;1800 UTC;118;4.4;0.9
2023/07/09;1900 UTC;86;4.6;1.4
2023/07/09;2000 UTC;80;4.2;1.1
2023/07/09;2100 UTC;58;4.6;1.1
2023/07/09;2200 UTC;53;4.7;0.8
2023/07/09;2300 UTC;40;3.2;0.8
2023/07/10;0000 UTC;36;3.1;1
2023/07/10;0100 UTC;55;3.1;0.7
2023/07/10;0200 UTC;37;3.1;1.4
2023/07/10;0300 UTC;36;4.1;1.1
2023/07/10;0400 UTC;37;3.4;0.7
2023/07/10;0500 UTC;3;2.7;0.3
2023/07/10;0600 UTC;25;2.4;0.3
2023/07/10;0700 UTC;10;1.3;0.4
2023/07/10;0800 UTC;57;1.5;0.5
2023/07/10;0900 UTC;91;1.5;0.3
2023/07/10;1000 UTC;324;1.8;0.4
2023/07/10;1100 UTC;339;1.4;0.6
2023/07/10;1200 UTC;214;2.2;0.7
2023/07/10;1300 UTC;205;2.7;1.2
2023/07/10;1400 UTC;200;4.1;1.9
2023/07/10;1500 UTC;162;3.8;1.8
2023/07/10;1600 UTC;176;3.9;1.9
2023/07/10;1700 UTC;162;4.8;1.8
2023/07/10;1800 UTC;168;5.1;2.1
2023/07/10;1900 UTC;164;4.9;1.6
2023/07/10;2000 UTC;165;4;0.7
2023/07/10;2100 UTC;160;2.7;0.6
2023/07/10;2200 UTC;164;3.2;0.7
2023/07/10;2300 UTC;144;2.8;0.5
2023/07/11;0000 UTC;141;3.1;0.8
2023/07/11;0100 UTC;101;2.7;0.5
2023/07/11;0200 UTC;154;2.7;0.7
2023/07/11;0300 UTC;157;3.3;0.6
2023/07/11;0400 UTC;164;4.1;0.8
2023/07/11;0500 UTC;150;3.1;0.5
2023/07/11;0600 UTC;69;3.5;0.7
2023/07/11;0700 UTC;30;3.8;0.7
2023/07/11;0800 UTC;23;1.5;0.7
2023/07/11;0900 UTC;38;2;1
2023/07/11;1000 UTC;31;2.3;0.4
2023/07/11;1100 UTC;64;2.5;0.6
2023/07/11;1200 UTC;65;3.1;1
2023/07/11;1300 UTC;76;4.5;1.4
2023/07/11;1400 UTC;128;5.1;1.1
2023/07/11;1500 UTC;157;4.3;1.2
2023/07/11;1600 UTC;158;6;1.5
2023/07/11;1700 UTC;166;5.6;1.3
2023/07/11;1800 UTC;153;4.8;1
2023/07/11;1900 UTC;146;4.8;1.3
2023/07/11;2000 UTC;139;4.8;1.1
2023/07/11;2100 UTC;103;4;0.9
2023/07/11;2200 UTC;114;4.2;1.1
2023/07/11;2300 UTC;124;4.2;0.8
2023/07/12;0000 UTC;128;6;0.8
2023/07/12;0100 UTC;89;4.6;0.8
2023/07/12;0200 UTC;100;3.8;1.1
2023/07/12;0300 UTC;91;3.8;0.7
2023/07/12;0400 UTC;52;3.8;0.4
2023/07/12;0500 UTC;79;3.3;0.6
2023/07/12;0600 UTC;76;2.8;0.5
2023/07/12;0700 UTC;88;2.2;0.4
2023/07/12;0800 UTC;33;1.9;0.4
2023/07/12;0900 UTC;91;1.7;0.4
2023/07/12;1000 UTC;128;1.9;0.4
2023/07/12;1100 UTC;119;2.5;0.9
2023/07/12;1200 UTC;140;2.8;0.7
2023/07/12;1300 UTC;174;3.5;1.2
2023/07/12;1400 UTC;167;3.5;1
2023/07/12;1500 UTC;172;4;1.1
2023/07/12;1600 UTC;179;3.9;1.3
2023/07/12;1700 UTC;173;3.9;1.1
2023/07/12;1800 UTC;173;3.9;0.9
2023/07/12;1900 UTC;168;3.9;1.1
2023/07/12;2000 UTC;172;3.5;0.7
2023/07/12;2100 UTC;111;3.1;0.6
2023/07/12;2200 UTC;75;2.8;0.5
2023/07/12;2300 UTC;142;3;0.6
2023/07/13;0000 UTC;115;3.5;0.7
2023/07/13;0100 UTC;71;3.5;0.5
2023/07/13;0200 UTC;107;2.5;0.6
2023/07/13;0300 UTC;86;3;0.7
2023/07/13;0400 UTC;128;3;0.5
2023/07/13;0500 UTC;103;1.9;0.4
2023/07/13;0600 UTC;48;1.9;0.2
2023/07/13;0700 UTC;3;0.8;0.4
2023/07/13;0800 UTC;334;0.8;0.2
2023/07/13;0900 UTC;312;1.4;0.3
2023/07/13;1000 UTC;205;1.2;0.5
