codigo_a, codigo_b, nome, classe
4010,10,JD. NSA. SRA. DO CARMO / TERM. VL. CARRÃO,Diurno
4011,10,JD. LIMOEIRO / TERM. SÃO MATEUS,Diurno
4012,10,JD. IGUATEMI / TERM. SÃO MATEUS,Diurno
4013,10,JD. STO. ANDRÉ / TERM. SÃO MATEUS,Diurno
4014,10,JD. VL. CARRÃO / TERM. VL. CARRÃO,Diurno
4015,10,TERM. SÃO MATEUS / JD. RODOLFO PIRANI,Diurno
4016,10,TERM. SÃO MATEUS / JD. RODOLFO PIRANI,Diurno
4017,10,METALÚRGICOS / VL. YOLANDA,Diurno
4018,10,METALÚRGICOS / TERM. SÃO MATEUS,Diurno
4019,10,METRÔ ITAQUERA  / CIRCULAR,Diurno
4020,10,E. T. ITAQUERA / JD. NOVO HORIZONTE,Diurno
4021,10,METRÔ ITAQUERA / VL. CHUCA,Diurno
4024,10,COHAB FAZENDA DO CARMO / E.T. ITAQUERA,Diurno
4025,10,VL. CALIFÓRNIA / METRÔ TATUAPÉ,Diurno
4027,41,MORRO DO CRUZEIRO / SÃO MATEUS,Diurno
4027,10,HOSP. SÃO MATEUS / JD. STO. ANDRÉ,Diurno
4028,10,HOSP. SÃO MATEUS / DIV. DE MAUÁ,Diurno
4029,10,SÃO MATEUS / TERM. VL PRUDENTE,Diurno
4030,10,FAZENDA DA JUTA / SHOP. ARICANDUVA,Diurno
4031,10,PQ. STA. MADALENA / METRÔ TAMANDUATEÍ,Diurno
4032,10,VL. DAS MERCÊS / OBJETIVO UNIP,Diurno
4033,10,JD. GUAIRACÁ / NOVA CONQUISTA,Diurno
4035,10,GUAIANASES / METRÔ ITAQUERA,Diurno
4036,10,METRÔ ITAQUERA / TERM. VL. CARRÃO,Diurno
4037,10,TERM. VL. CARRÃO / CIRCULAR,Diurno
403A,10,CPTM JOSÉ BONIFÁCIO / TERM. PENHA,Diurno
4051,10,JD. SÃO PAULO / CPTM GUAIANASES,Diurno
4052,10,CPTM GUAIANASES / METRÔ ITAQUERA,Diurno
4053,10,GUAIANASES / CPTM GUAIANASES,Diurno
4055,10,CPTM GUAIANASES / VL. SOLANGE,Diurno
4056,10,PQ. BOA ESPERANÇA / TERM. SÃO MATEUS,Diurno
407A,21,SHOP. ARICANDUVA / METRÔ BELÉM,Diurno
407A,10,SHOP. ARICANDUVA / LGO. DA CONCÓRDIA,Diurno
407E,10,JD. STO. ANDRÉ / METRÔ CARRÃO,Diurno
407F,10,TERM. SÃO MATEUS / METRÔ BELÉM,Diurno
407G,10,JD. NOVA VITÓRIA / METRÔ CARRÃO,Diurno
407H,10,JD. SÃO FRANCISCO / METRÔ ITAQUERA,Diurno
407I,21,CONJ. MANOEL DA NÓBREGA / METRÔ TATUAPÉ,Diurno
407I,10,CONJ. MANOEL DA NÓBREGA / METRÔ BRESSER,Diurno
407J,10,JD. SOARES / METRÔ TATUAPÉ,Diurno
407K,10,TERM. SÃO MATEUS / METRÔ CARRÃO,Diurno
407L,10,BARRO BRANCO / METRÔ GUILHERMINA/ESPERANÇA,Diurno
407M,10,VL. MONUMENTO / METRÔ VL. MARIANA,Diurno
407N,10,TERM. CID. TIRADENTES / METRÔ PENHA,Noturno
407P,10,TERM. CID. TIRADENTES / METRÔ TATUAPÉ,Diurno
407R,10,TERM. VL. CARRÃO / METRÔ BELÉM,Diurno
407T,10,JD. REDIL / METRÔ ITAQUERA,Diurno
407W,10,JD. IV CENTENÁRIO / METRÔ CARRÃO,Diurno
407Y,10,PQ. SAVOY CITY / METRÔ VL. PRUDENTE,Diurno
4085,10,COHAB FAZENDA DO CARMO / METRÔ ITAQUERA,Diurno
4086,10,TERM. CID. TIRADENTES / CIRCULAR,Diurno
408A,10,MACHADO DE ASSIS / CARDOSO DE ALMEIDA,Diurno
4092,10,TERM. CID. TIRADENTES / SETOR IIB,Diurno
4093,10,CID. TIRADENTES / TERM. CID. TIRADENTES,Diurno
4111,10,VL. MONUMENTO / PÇA. DA REPÚBLICA,Diurno
4112,10,STA. MARGARIDA MARIA / PÇA. DA REPÚBLICA,Diurno
4113,10,GENTIL DE MOURA / PÇA. DA REPÚBLICA,Diurno
4114,10,JD. DA SAÚDE / TERM. PQ. D. PEDRO II,Diurno
4115,10,SHOP. PLAZA SUL / PÇA. DA REPÚBLICA,Diurno
414P,10,VL. INDUSTRIAL / TERM. NORTE METRÔ CARRÃO,Diurno
4210,10,TERM. CID. TIRADENTES / TERM. PQ. D. PEDRO II,Diurno
4221,10,JD. PLANALTO / TERM. PQ. D. PEDRO II,Diurno
4222,10,PQ. STA. MADALENA / MOOCA,Diurno
425E,10,TERM. SAPOPEMBA / JD. ESTER,Diurno
4284,10,VL. CALIFÓRNIA / TERM. VL. PRUDENTE,Diurno
4286,10,VL. INDUSTRIAL / TERM. VL PRUDENTE,Diurno
4288,10,PQ. STA. MADALENA / TERM. PQ. D. PEDRO II,Diurno
4310,21,ARTUR ALVIM / TERM. PQ. D. PEDRO II,Diurno
4310,10,E.T. ITAQUERA / TERM. PQ. D. PEDRO II,Diurno
4311,10,TERM. SÃO MATEUS / TERM. PQ. D. PEDRO II,Diurno
4312,21,JD. MARÍLIA / METRÔ BELÉM,Diurno
4312,10,JD. MARÍLIA / TERM. PQ. D. PEDRO II,Diurno
4313,10,TERM. CID. TIRADENTES / TERM. PQ. D. PEDRO II,Diurno
4314,21,INÁCIO MONTEIRO / TERM. VL. CARRÃO,Diurno
4314,10,INÁCIO MONTEIRO / TERM. PQ. D. PEDRO II,Diurno
4315,10,TERM. VL. CARRÃO / TERM. PQ. D. PEDRO II,Diurno
4491,10,VL. LIVIERO / TERM. PQ. D. PEDRO II,Diurno
4706,10,JD. MARIA ESTELA II / METRÔ VL. MARIANA,Diurno
4708,10,JD. CLÍMAX / METRÔ VL. MARIANA,Diurno
4709,10,JD. SÃO SAVÉRIO / METRÔ VL. MARIANA,Diurno
4716,10,SACOMÃ / METRÔ STA. CRUZ,Diurno
4717,10,JD. MARIA ESTELA / METRÔ SAÚDE,Diurno
4718,10,JD. CELESTE / METRÔ STA. CRUZ,Diurno
4721,10,SHOP. PLAZA SUL / METRÔ JABAQUARA,Diurno
4724,10,METRÔ PATRIARCA / VL. NHOCUNÉ,Diurno
4725,10,VL. BRASILINA / SHOP. IBIRAPUERA,Diurno
4726,10,MOOCA / METRÔ TATUAPÉ,Diurno
4727,10,JD. CLÍMAX / METRÔ PÇA. DA ÁRVORE,Diurno
4729,10,PQ. BANCÁRIO / METRÔ BELÉM,Diurno
4732,31,VL. LIVIERO / METRÔ SAÚDE,Diurno
4732,10,VL. LIVIERO / METRÔ SAÚDE,Diurno
4734,21,VL. MORAES / METRÔ SAÚDE,Diurno
4734,10,VL. MORAES / METRÔ SAÚDE,Diurno
4735,10,SÃO MATEUS   / JD. VERA CRUZ,Diurno
4742,10,JD. CLÍMAX / METRÔ SÃO JUDAS,Diurno
475M,10,JD. DA SAÚDE / TERM. AMARAL GURGEL,Diurno
475R,10,JD. SÃO SAVÉRIO / TERM. PQ. D. PEDRO II,Diurno
476A,10,IPIRANGA / TERM. STO. AMARO,Diurno
476G,41,VL. INDUSTRIAL / METRÔ ANA ROSA,Diurno
476G,10,JD. ELBA / IBIRAPUERA,Diurno
476L,10,METRÔ VL. MARIANA / LAR ESC. SÃO FRANCISCO,Diurno
477A,10,SACOMÃ / TERM. PINHEIROS,Diurno
477P,10,IPIRANGA / RIO PEQUENO,Diurno
477U,10,HELIÓPOLIS / METRÔ VL. MARIANA,Diurno
478P,10,SACOMÃ / VL. ROMANA,Diurno
5010,10,JABAQUARA / STO. AMARO,Diurno
5011,10,ELDORADO / STO. AMARO,Diurno
5012,10,VL. GUACURI / JABAQUARA,Diurno
5013,31,JD. MIRIAM / STO. AMARO,Diurno
5013,10,JD. LUSO / STO. AMARO,Diurno
5015,10,JD. SÃO JORGE / METRÔ JABAQUARA,Diurno
5018,31,SHOP. INTERLAGOS / JABAQUARA,Diurno
5018,10,SHOP. INTERLAGOS / JABAQUARA,Diurno
5020,10,HOSP. HELIÓPOLIS / TERM. SACOMÃ,Diurno
5021,10,ÁGUA FUNDA / TERM. SACOMÃ,Diurno
5022,10,VL. STA. MARGARIDA / JABAQUARA,Diurno
5024,31,MISSIONÁRIA / STO. AMARO,Diurno
5024,10,MISSIONÁRIA / STO. AMARO,Diurno
5025,10,JD. GUAIRACÁ / METRÔ TAMANDUATEÍ,Diurno
5026,10,CONJ. TEOTÔNIO VILELA / JD. SÃO ROBERTO,Diurno
5028,10,CONJ. HAB. HELIÓPOLIS / METRÔ ALTO DO IPIRANGA,Diurno
5029,10,JD. PATENTE / TERM. SACOMÃ,Diurno
502J,23,EST. AUTÓDROMO / METRÔ CONCEIÇÃO,Diurno
502J,22,EST. AUTÓDROMO / VL. JOANIZA,Diurno
502J,21,EST. AUTÓDROMO / VL. JOANIZA,Diurno
502J,10,EST. AUTÓDROMO / METRÔ STA. CRUZ,Diurno
5030,10,JD. MARIA ESTELA / TERM. SACOMÃ,Diurno
5031,21,VL. CDE. DO PINHAL / TERM. SACOMÃ,Diurno
5031,10,VL. ARAPUÁ / TERM. SACOMÃ,Diurno
5032,10,VL. ARAPUÁ / TERM. SACOMÃ,Diurno
5033,10,VL. BRASILINA / TERM. SACOMÃ,Diurno
5034,31,TERM. SACOMÃ / VL. LIVIERO,Diurno
5034,10,VL. LIVIERO / TERM. SACOMÃ,Diurno
5035,10,VL. ARAPUÁ / TERM. SACOMÃ,Diurno
5036,10,JD. CELESTE / TERM. SACOMÃ,Diurno
5038,10,PQ. BRISTOL / TERM. SACOMÃ,Diurno
507T,10,TERM. SAPOPEMBA / METRÔ CARRÃO,Diurno
508L,10,TERM. PRINC. ISABEL / ACLIMAÇÃO,Diurno
5091,10,JD. UBIRAJARA / METRÔ SÃO JUDAS,Diurno
509J,21,JD. SELMA / PQ. IBIRAPUERA,Diurno
509J,10,JD. SELMA / PQ. IBIRAPUERA,Diurno
509M,10,JD. MIRIAM / TERM. PRINC. ISABEL,Diurno
5100,10,TERM. PINHEIROS / TERM. PQ. D. PEDRO II,Diurno
5103,10,TERM. SACOMÃ / MOEMA,Diurno
5105,10,TERM. SACOMÃ / TERM. MERCADO,Diurno
5106,31,JD. SELMA / METRÔ ANA ROSA,Diurno
5106,21,JD. SELMA / TERM. ÁGUA ESPRAIADA,Diurno
5106,10,JD. SELMA / LGO. SÃO FRANCISCO,Diurno
5107,10,TERM. SACOMÃ / PÇA. DO CORREIO,Diurno
5108,10,JD. CELESTE / TERM. PQ. D. PEDRO II,Diurno
5109,10,TERM. VL. PRUDENTE / TERM. MERCADO,Diurno
5110,41,SÃO MATEUS / METRÔ TAMANDUATEÍ,Diurno
5110,24,SÃO MATEUS / TERM. VL. PRUDENTE,Diurno
5110,23,JD. PLANALTO / TERM. MERCADO,Diurno
5110,21,SÃO MATEUS / TERM. MERCADO,Diurno
5110,10,TERM. SÃO MATEUS / TERM. MERCADO,Diurno
5111,10,TERM. STO. AMARO / TERM. PQ. D. PEDRO II,Diurno
5119,23,TERM. JOÃO DIAS / INSTITUTO LUCY MONTORO,Diurno
5119,22,TERM. JOÃO DIAS / LGO. SÃO FRANCISCO,Diurno
5119,10,TERM. CAPELINHA / LGO. SÃO FRANCISCO,Diurno
5123,10,JD. MIRIAM / HOSP. SÃO PAULO,Diurno
5127,10,VL. GUACURI / EST. JURUBATUBA,Diurno
5128,10,JD. APURÁ / METRÔ CONCEIÇÃO,Diurno
5129,41,JD. MIRIAM / STO. AMARO,Diurno
5129,10,JD. MIRIAM / TERM. GUARAPIRANGA,Diurno
5131,10,CID. ADEMAR / PQ. D. PEDRO II,Diurno
513C,31,VL. CALIFÓRNIA / E.T. ITAQUERA,Diurno
513C,10,VL. CALIFÓRNIA / SÃO MATEUS,Diurno
513L,10,TERM. SACOMÃ / PQ. BELÉM,Diurno
5141,10,TERM. SAPOPEMBA / PÇA. DO CORREIO,Diurno
5142,10,TERM. SAPOPEMBA / TERM. PQ. D. PEDRO II,Diurno
5143,10,TERM. SAPOPEMBA / TERM. PQ. D. PEDRO II,Diurno
5144,10,TERM. SAPOPEMBA / TERM. PRINC. ISABEL,Diurno
5145,10,TERM. SAPOPEMBA / PÇA. ALMEIDA JR.,Diurno
514T,10,TERM. SACOMÃ / JD. ITÁPOLIS,Diurno
5154,10,TERM. STO. AMARO / TERM. PRINC. ISABEL,Diurno
5164,41,VL. GUARANI / METRÔ CONCEIÇÃO,Diurno
5164,21,CID. LEONOR / PQ. IBIRAPUERA,Diurno
5164,10,VL. STA. CATARINA / PQ. IBIRAPUERA,Diurno
516N,10,JD. MIRIAM / PÇA. D. GASTÃO,Noturno
5175,10,BALN. SÃO FRANCISCO / PÇA. DA SÉ,Diurno
5178,10,JD. MIRIAM / PÇA. JOÃO MENDES,Diurno
517J,10,JD. SELMA / TERM. ÁGUA ESPRAIADA,Diurno
5185,10,TERM. GUARAPIRANGA / TERM. PQ. D. PEDRO II,Diurno
5194,21,JD. APURÁ / AEROPORTO,Diurno
5194,10,JD. APURÁ / PQ. IBIRAPUERA,Diurno
519M,10,SÃO MATEUS / MUSEU DO IPIRANGA,Diurno
524L,10,PQ. SÃO LUCAS / METRÔ TATUAPÉ,Diurno
524M,10,MASCARENHAS DE MORAIS / SHOP. ARICANDUVA,Diurno
527R,10,VL. IMPÉRIO / TERM. STO. AMARO,Diurno
5290,10,DIV. DIADEMA / TERM. PQ. D. PEDRO II,Diurno
5300,10,TERM. STO. AMARO / TERM. PQ. D. PEDRO II,Diurno
5317,10,SESC/ORION / PÇA. DO CORREIO,Diurno
5318,10,CHÁC. SANTANA / PÇA. DA SÉ,Diurno
5362,41,PQ. RES. COCAIA / PQ. IBIRAPUERA,Diurno
5362,23,PQ. RES. COCAIA / VICENTE RAO,Diurno
5362,22,JD. ELIANA / PÇA. DA SÉ,Diurno
5362,21,GRAJAÚ / PÇA. DA SÉ,Diurno
5362,10,PQ. RES. COCAIA / PÇA. DA SÉ,Diurno
5370,21,TERM. VARGINHA / PQ. IBIRAPUERA,Diurno
5370,10,TERM. VARGINHA / LGO. SÃO FRANCISCO,Diurno
5391,22,MOEMA / JD. ÂNGELA,Diurno
5391,21,TERM. GUARAPIRANGA / LGO. SÃO FRANCISCO,Diurno
5391,10,JD. ÂNGELA / LGO. SÃO FRANCISCO,Diurno
546A,31,JD. APURÁ / STO. AMARO,Diurno
546A,10,JD. APURÁ / STO. AMARO,Diurno
546J,41,JD. SELMA / COL. STA. MARIA,Diurno
546J,31,JD. SELMA / STO. AMARO,Diurno
546J,10,JD. SELMA / STO. AMARO,Diurno
546L,41,JD. LUSO / COL. STA. MARIA,Diurno
546L,10,JD. LUSO / TERM. STO. AMARO,Diurno
546T,10,VL. GUACURI / TERM. STO. AMARO,Diurno
5611,10,ELDORADO / PÇA. JOÃO MENDES,Diurno
5614,21,ELDORADO / PQ. IBIRAPUERA,Diurno
5614,10,ELDORADO / PÇA. JOÃO MENDES,Diurno
5630,21,CID. DUTRA / LGO. SÃO FRANCISCO,Diurno
5630,10,TERM. GRAJAÚ / METRÔ BRÁS,Diurno
5632,51,JD. ALPINO / LGO. SÃO FRANCISCO,Diurno
5632,21,JD. IPORANGA / LGO. SÃO FRANCISCO,Diurno
5632,10,VL. SÃO JOSÉ / LGO. SÃO FRANCISCO,Diurno
5652,22,JD. IV CENTENÁRIO / PQ. IBIRAPUERA,Diurno
5652,10,JD. IV CENTENÁRIO / PÇA. DA SÉ,Diurno
5701,10,METRÔ CONCEIÇÃO / TERM. ÁGUA ESPRAIADA,Diurno
5702,10,REFÚGIO STA. TEREZINHA / METRÔ JABAQUARA,Diurno
5705,10,TERM. SACOMÃ / METRÔ VERGUEIRO,Diurno
573A,10,METRÔ BRESSER / VL. ALPINA,Diurno
573H,10,HOSP. SAPOPEMBA / METRÔ BRESSER,Diurno
573T,31,TERM. SAPOPEMBA / METRÔ CARRÃO,Diurno
573T,10,TERM. SAPOPEMBA / METRÔ CARRÃO,Diurno
574A,21,AMERICANÓPOLIS / METRÔ VL. MARIANA,Diurno
574A,10,AMERICANÓPOLIS / LGO. CAMBUCI,Diurno
574C,10,SÃO MATEUS / DIV. DE SÃO CAETANO,Diurno
574J,10,METRÔ CONCEIÇÃO / TERM. VL. CARRÃO,Diurno
574R,10,TERM. SAPOPEMBA / METRÔ BELÉM,Diurno
574W,10,JD. WALKIRIA / METRÔ BELÉM,Diurno
5752,10,VL. MISSIONÁRIA / METRÔ CONCEIÇÃO,Diurno
5757,51,PEDREIRA / METRÔ CONCEIÇÃO,Diurno
5757,10,CID. JÚLIA / METRÔ CONCEIÇÃO,Diurno
5759,31,PQ. PRIMAVERA / METRÔ CONCEIÇÃO,Diurno
5759,10,PQ. PRIMAVERA / METRÔ CONCEIÇÃO,Diurno
575A,10,DIV. SÃO CAETANO / SHOP. METRÔ TATUAPÉ,Diurno
575C,10,IPIRANGA / VL MATIAS,Diurno
576C,10,METRÔ JABAQUARA / TERM. STO. AMARO,Diurno
576M,10,VL. CLARA / PINHEIROS,Diurno
577T,10,JD. MIRIAM / METRÔ ANA ROSA,Diurno
5791,21,ELDORADO / METRÔ JABAQUARA,Diurno
5791,10,ELDORADO / METRÔ VERGUEIRO,Diurno
6000,10,TERM. PARELHEIROS / TERM. STO. AMARO,Diurno
6001,10,TERM. CAPELINHA / TERM. STO. AMARO,Diurno
6002,10,CID. DUTRA / HOSP. PEDREIRA,Diurno
6003,21,TERM. VARGINHA / EST. MENDES/VL. NATAL,Diurno
6003,10,TERM. GRAJAÚ / TERM. VARGINHA,Diurno
6006,10,JD. HERCULANO / SHOP. INTERLAGOS,Diurno
6007,10,TERM. CAPELINHA / TERM. STO. AMARO,Diurno
6008,41,TERM. JD. ÂNGELA / JD. COPACABANA,Diurno
6008,10,JD. PLANALTO / EST. STO. AMARO/GUIDO CALOI,Diurno
6010,10,CHÁC. STA. MARIA / TERM. GUARAPIRANGA,Diurno
6012,31,PQ. INDEPENDÊNCIA / JD. ÂNGELA,Diurno
6012,10,PQ. INDEPENDÊNCIA / JD. ÂNGELA,Diurno
6013,21,ETEC / JD. ÂNGELA,Diurno
6013,10,JD. NAKAMURA / TERM. STO. AMARO,Diurno
6014,10,TERM. JD. JACIRA / TERM. STO. AMARO,Diurno
6015,10,VL. CALÚ / JD. ÂNGELA,Diurno
6016,41,JD. PORTO VELHO / TERM. GRAJAÚ,Diurno
6016,10,JD. NORONHA / TERM. GRAJAÚ,Diurno
6017,10,JD. NAKAMURA / JD. ÂNGELA,Diurno
6019,10,TERM. GUARAPIRANGA / JD. ALFREDO,Diurno
6020,51,ESTR. DO JUSA / PARELHEIROS,Diurno
6020,10,CHÁC. BOSQUE DO SOL / PARELHEIROS,Diurno
6021,10,TERM. VARGINHA / JD. NOVA ERA,Diurno
6022,10,PQ. CEREJEIRA / JD. ÂNGELA,Diurno
6026,10,JD. ICARAÍ / TERM. STO. AMARO,Diurno
6027,10,JD. GRAUNA / TERM. STO. AMARO,Diurno
6028,10,RIVIERA / EST. STO. AMARO/GUIDO CALOI,Diurno
6030,10,UNISA,CAMPUS 1 / TERM. STO. AMARO,Diurno
6031,10,TERM. GRAJAÚ / EST. MENDES/VL. NATAL,Diurno
6034,10,PQ. RES. COCAIA / TERM. GRAJAÚ,Diurno
6035,21,VL. GILDA / TERM. GUARAPIRANGA,Diurno
6035,10,VL. GILDA / STO. AMARO,Diurno
6036,51,JD. MACEDÔNIA / HOSP. CAMPO LIMPO,Diurno
6036,10,JD. MACEDÔNIA / TERM. CAPELINHA,Diurno
6037,10,JD. MITSUTANI / TERM. CAPELINHA,Diurno
6039,21,TERM. CAPELINHA / COHAB JD. SÃO BENTO,Diurno
6039,10,VALO VELHO / STO. AMARO,Diurno
6041,21,TERM. JOÃO DIAS / JD. MONTE AZUL,Diurno
6041,10,JD. JANGADEIRO / STO. AMARO,Diurno
6042,22,JD. VAZ DE LIMA / TERM. CAPELINHA,Diurno
6042,21,TERM. CAPELINHA / CEU CAPÃO REDONDO,Diurno
6042,10,JD. TRÊS ESTRELAS / STO. AMARO,Diurno
6043,10,JD. CAPELINHA / TERM. STO. AMARO,Diurno
6044,10,JD. D. JOSÉ / TERM. STO. AMARO,Diurno
6045,21,VALO VELHO / TERM. CAPELINHA,Diurno
6045,10,VALO VELHO / STO. AMARO,Diurno
6046,10,JD. SÃO BENTO NOVO / STO. AMARO,Diurno
6047,10,JD. LÍDIA / STO. AMARO,Diurno
6048,10,CAPÃO REDONDO / STO. AMARO,Diurno
6049,10,VALO VELHO / STO. AMARO,Diurno
6050,10,PQ. COCAIA / TERM. GRAJAÚ,Diurno
6051,31,JD. ITAJAÍ / TERM. VARGINHA,Diurno
6051,10,JD. ITAJAÍ / TERM. VARGINHA,Diurno
6052,31,JD. ALMEIDA PRADO / TERM. VARGINHA,Diurno
6052,10,JD. SETE DE SETEMBRO / TERM. VARGINHA,Diurno
6053,10,JD. ELLUS / TERM. GRAJAÚ,Diurno
6055,10,EST. MENDES/VL. NATAL / SHOP. INTERLAGOS (VIA JD. SÃO BERNARDO),Diurno
6056,10,PQ. STA. CECÍLIA / TERM. GRAJAÚ,Diurno
6057,10,VL. NATAL / TERM. GRAJAÚ,Diurno
6058,10,JD. NORONHA / TERM. VARGINHA,Diurno
6059,10,JD. UNIVERSAL / STO. AMARO,Diurno
605A,10,CENTRO PARALIMPICO / METRÔ JABAQUARA,Diurno
6061,10,JD. MARILDA / TERM. GRAJAÚ,Diurno
6062,51,JD. CASTRO ALVES / TERM. STO. AMARO,Diurno
6062,10,TERM. GRAJAÚ / JD. CASTRO ALVES,Diurno
6063,43,VL. DA PAZ / TERM. VARGINHA,Diurno
6063,42,CHÁC. STO. AMARO / TERM. VARGINHA,Diurno
6063,41,JD. NOVO MARILDA / TERM. VARGINHA,Diurno
6063,21,JD. NOVO HORIZONTE / TERM. VARGINHA,Diurno
6063,10,JD. VARGINHA / TERM. VARGINHA,Diurno
6069,10,JD. SÃO BERNARDO / TERM. STO. AMARO,Diurno
606Y,10,EST. MENDES/VL. NATAL / CHÁC. DO CONDE,Diurno
6071,10,JD. ORION / TERM. STO. AMARO,Diurno
6072,23,TERM. VARGINHA / BALN. SÃO JOSÉ,Diurno
6072,21,JD. IPORÃ / TERM. VARGINHA,Diurno
6072,10,JD. SÃO NICOLAU / TERM. VARGINHA,Diurno
6073,10,JD. STA. TEREZINHA / TERM. VARGINHA,Diurno
6074,10,JD. GAIVOTAS / EST. JURUBATUBA,Diurno
6075,10,JD. REC. CAMPO BELO / TERM. VARGINHA,Diurno
6076,41,JD. SATÉLITE II / TERM. STO. AMARO,Diurno
6076,10,JD. PROGRESSO / TERM. STO. AMARO,Diurno
6078,10,CANTINHO DO CÉU / SHOP. INTERLAGOS,Diurno
607A,21,JD. APURÁ / EST. JURUBATUBA,Diurno
607A,10,JD. APURÁ / SOCORRO,Diurno
607C,10,JD. MIRIAM / ITAIM BIBI,Diurno
607M,10,TERM. GRAJAÚ / TERM. ÁGUA ESPRAIADA,Diurno
6080,10,JD. LUCÉLIA / SHOP. INTERLAGOS,Diurno
6083,10,JD. ELIANA / TERM. GRAJAÚ,Diurno
6084,10,JD. CHÁC. DO SOL / TERM. VARGINHA,Diurno
6091,51,COLÔNIA / TERM. STO. AMARO,Diurno
6091,21,JD. SILVEIRA / TERM. STO. AMARO,Diurno
6091,10,VARGEM GRANDE / TERM. STO. AMARO,Diurno
6092,10,JD. DAS PEDRAS / TERM. GRAJAÚ,Diurno
6093,10,VARGEM GRANDE / TERM. GRAJAÚ,Diurno
6099,10,TERM. GRAJAÚ / DIVISA DE EMBU,GUAÇU,Diurno
609F,21,CHÁC. SANTANA / ANHANGABAÚ,Diurno
609F,10,CHÁC. SANTANA / TERM. PRINC. ISABEL,Diurno
609J,10,AEROPORTO / METRÔ SÃO JUDAS,Diurno
6110,10,CONJ. HAB. PALMARES / AEROPORTO,Diurno
6115,41,PQ. RES. DOS LAGOS / TERM. GRAJAÚ,Diurno
6115,10,CANTINHO DO CÉU / TERM. GRAJAÚ,Diurno
6116,10,JD. PRAINHA / TERM. GRAJAÚ,Diurno
6118,10,JD. ICARAÍ / TERM. STO. AMARO,Diurno
6120,10,JD. LUCÉLIA / TERM. GRAJAÚ,Diurno
6200,10,TERM. STO. AMARO / TERM. BANDEIRA,Diurno
6232,10,PINHEIROS/VILA IDA  / METRÔ BARRA FUNDA,Diurno
6250,10,JD. JAQUELINE / TERM. BANDEIRA,Diurno
6258,31,JD. STA. MARGARIDA / JD. IBIRAPUERA,Diurno
6258,10,JD. SÃO FRANCISCO / TERM. STO. AMARO,Diurno
6262,10,CEASA / TERM. BANDEIRA,Diurno
627J,10,JD. MIRIAM / METRÔ SÃO JUDAS,Diurno
6291,10,INOCOOP CAMPO LIMPO / TERM. BANDEIRA,Diurno
6338,10,JD. MIRIAM / PQ. IBIRAPUERA,Diurno
6358,10,JD. LUSO / TERM. BANDEIRA,Diurno
637A,26,TERM. GUARAPIRANGA / TERM. PINHEIROS,Diurno
637A,25,PIRAPORINHA / TERM. PINHEIROS,Diurno
637A,22,ITAIM BIBI / TERM. JD. ÂNGELA,Diurno
637A,21,VL. REMO / TERM. PINHEIROS,Diurno
637A,10,TERM. JD. ÂNGELA / TERM. PINHEIROS,Diurno
637G,51,JD. ELIANA / PINHEIROS,Diurno
637G,10,GRAJAÚ / PINHEIROS,Diurno
637J,10,VL. SÃO JOSÉ / PINHEIROS,Diurno
637P,10,TERM. STO. AMARO / TERM. PINHEIROS,Diurno
637R,10,JD. ARACATI / TERM. STO. AMARO,Diurno
637V,10,PQ. AMÉRICA / TERM. STO. AMARO,Diurno
6400,10,TERM. JOÃO DIAS / TERM. BANDEIRA,Diurno
6403,10,TERM. JOÃO DIAS / TERM. PQ. D. PEDRO II,Diurno
6412,10,PARAISÓPOLIS / PAULISTA,Diurno
6414,10,SOCORRO / TERM. BANDEIRA,Diurno
6418,10,REAL PQ. / BROOKLIN NOVO,Diurno
6422,10,VL. CRUZEIRO / TERM. BANDEIRA,Diurno
6450,10,TERM. CAPELINHA / TERM. BANDEIRA,Diurno
6451,10,TERM. CAPELINHA / TERM. BANDEIRA,Diurno
6455,10,TERM. CAPELINHA / LGO. SÃO FRANCISCO,Diurno
6475,10,JD. VAZ DE LIMA / TERM. BANDEIRA,Diurno
647A,10,VALO VELHO / PINHEIROS,Diurno
647P,10,COHAB ADVENTISTA / TERM. PINHEIROS,Diurno
648P,10,TERM. CAPELINHA / TERM. PINHEIROS,Diurno
6500,10,TERM. STO. AMARO / TERM. BANDEIRA,Diurno
6505,10,TERM. GUARAPIRANGA / TERM. BANDEIRA,Diurno
669A,10,TERM. STO. AMARO / TERM. PRINC. ISABEL,Diurno
6726,10,TERM. GRAJAÚ / JD. GAIVOTAS   ,Diurno
675A,10,PQ. STO. ANTONIO / METRÔ SÃO JUDAS,Diurno
675G,41,JD. CASTRO ALVES / METRÔ JABAQUARA,Diurno
675G,22,PQ. RES. COCAIA / COL. STA. MARIA,Diurno
675G,10,PQ. RES. COCAIA / METRÔ JABAQUARA,Diurno
675I,10,TERM. JOÃO DIAS / METRÔ SÃO JUDAS,Diurno
675K,23,VL. REMO / MOEMA,Diurno
675K,10,TERM. JD. ÂNGELA / METRÔ STA. CRUZ,Diurno
675L,10,TERM. STO. AMARO / METRÔ STA. CRUZ,Diurno
675M,10,CENTRO SESC / METRÔ JABAQUARA,Diurno
675N,10,TERM. STO. AMARO / METRÔ ANA ROSA,Noturno
675P,10,SHOP. SP MARKET / METRÔ CONCEIÇÃO,Diurno
675R,10,GRAJAÚ / METRÔ JABAQUARA,Diurno
675X,10,TERM. GRAJAÚ / AACD,SERVIDOR,Diurno
