codigo_a, codigo_b, nome, classe
677A,10,TERM. JD. ÂNGELA / ITAIM BIBI,Diurno
677V,10,JD. ALPINO / EST. GRAJAÚ,Diurno
677Y,10,JD. GUARUJÁ / TERM. CAPELINHA,Diurno
6801,51,JD. IBIRAPUERA / TERM. JOÃO DIAS,Diurno
6801,10,JD. IBIRAPUERA / TERM. JOÃO DIAS,Diurno
6803,10,JD. CAPELINHA / TERM. JOÃO DIAS,Diurno
6804,10,JD. INGÁ / TERM. JOÃO DIAS,Diurno
6805,31,TERM. CAPELINHA / TERM. JOÃO DIAS,Diurno
6805,10,TERM. CAPELINHA / TERM. JOÃO DIAS,Diurno
6806,10,JD. NOVO ORIENTE / TERM. JOÃO DIAS,Diurno
6812,10,JD. CAPELA / JD. ANGELA,Diurno
6813,10,JD. LÍDIA / TERM. CAPELINHA,Diurno
6815,10,JD. COMERCIAL / TERM. CAPELINHA,Diurno
6816,31,JD. MITSUTANI / TERM. CAPELINHA,Diurno
6816,10,JD. MITSUTANI / TERM. CAPELINHA,Diurno
6817,10,JD. SÃO BENTO / TERM. CAPELINHA,Diurno
6818,10,JD. VALE DAS VIRTUDES / TERM. CAPELINHA,Diurno
6820,31,JD. DAS ROSAS / TERM. CAPELINHA,Diurno
6820,10,JD. DAS ROSAS / TERM. CAPELINHA,Diurno
6821,10,JD. JANGADEIRO / TERM. CAPELINHA,Diurno
6823,10,JD. GUARUJÁ / TERM. CAPELINHA,Diurno
6824,10,PQ. FERNANDA / TERM. CAPELINHA,Diurno
6825,10,VALO VELHO / TERM. CAPELINHA,Diurno
6826,10,JD. D. JOSÉ / TERM. CAPELINHA,Diurno
6835,31,VALO VELHO / TERM. CAPELINHA,Diurno
6835,10,VALO VELHO / TERM. CAPELINHA,Diurno
6836,10,CAPÃO REDONDO / TERM. JOÃO DIAS,Diurno
6837,10,SHOP. PORTAL / TERM. CAPELINHA,Diurno
6840,10,TERM. JD. JACIRA / TERM. CAPELINHA,Diurno
6913,21,TERM. VARGINHA / ITAIM BIBI,Diurno
6913,10,TERM. VARGINHA / TERM. BANDEIRA,Diurno
695D,10,JD. STA. BARBARA / METRÔ JABAQUARA,Diurno
695H,10,JD. HERPLIN / TERM. STO. AMARO,Diurno
695T,51,TERM. CAPELINHA / METRÔ VL. MARIANA,Diurno
695T,10,TERM. CAPELINHA / METRÔ VL. MARIANA,Diurno
695V,10,TERM. CAPELINHA / METRÔ ANA ROSA,Diurno
695X,22,TERM. VARGINHA / SHOP. INTERLAGOS,Diurno
695X,10,TERM. VARGINHA / METRÔ JABAQUARA,Diurno
695Y,41,TERM. PARELHEIROS / COL. STA. MARIA,Diurno
695Y,21,TERM. PARELHEIROS / EST. AUTÓDROMO,Diurno
695Y,10,TERM. PARELHEIROS / METRÔ VL. MARIANA,Diurno
6960,21,TERM. VARGINHA / E.T. VITOR MANZINI,Diurno
6960,10,TERM. VARGINHA / TERM. STO. AMARO,Diurno
6970,10,TERM. GRAJAÚ / TERM. STO. AMARO,Diurno
6L01,23,EMBURA / TERM. VARGINHA,Diurno
6L01,22,VL. PROGRESSO / TERM. VARGINHA,Diurno
6L01,10,MARSILAC / TERM. VARGINHA,Diurno
6L02,10,JD. EUCALIPTOS / TERM. PARELHEIROS,Diurno
6L03,10,CIPÓ DO MEIO / TERM. PARELHEIROS,Diurno
6L04,42,JD. ORIENTAL / TERM. PARELHEIROS,Diurno
6L04,41,JD. DAS FONTES / TERM. PARELHEIROS,Diurno
6L04,10,JD. ORIENTAL/FONTES / TERM. PARELHEIROS,Diurno
6L05,21,CID. NOVA AMÉRICA / TERM. PARELHEIROS,Diurno
6L05,10,BARRAGEM / TERM. PARELHEIROS,Diurno
6L07,10,JD. STA. FÉ / TERM. VARGINHA,Diurno
6L08,10,JD. SÃO NICOLAU / HOSP. PARELHEIROS,Diurno
6L10,41,MESSIÂNICA / TERM. VARGINHA,Diurno
6L10,10,TERM. VARGINHA / PQ. FLORESTAL   ,Diurno
6L11,10,ILHA DO BORORÉ / TERM. GRAJAÚ,Diurno
7001,10,VL. GILDA / JD. ÂNGELA,Diurno
7002,10,JD. ROSA MARIA / HOSP. DAS CLÍNICAS,Diurno
7004,10,TERM. JD. JACIRA / EST. STO. AMARO/GUIDO CALOI,Diurno
7005,51,JD. VERA CRUZ / METRÔ CAPÃO REDONDO ,Diurno
7005,10,JD. VERA CRUZ / JD. ÂNGELA,Diurno
7006,51,JD. HORIZONTE AZUL / METRÔ CAPÃO REDONDO,Diurno
7006,10,JD. HORIZONTE AZUL / JD. ÂNGELA,Diurno
7009,10,JD. SÃO LOURENÇO / JD. ÂNGELA,Diurno
7011,31,JD. DOS REIS / JD. ÂNGELA,Diurno
7011,10,JD. DOS REIS / JD. ÂNGELA,Diurno
7012,10,PQ. DO LAGO / TERM. GUARAPIRANGA,Diurno
7013,10,PQ. ARARIBA / TERM. VL. SÔNIA,Diurno
7016,21,VL. STA. LÚCIA / TERM. STO. AMARO,Diurno
7016,10,JD. ÂNGELA / TERM. STO. AMARO,Diurno
7017,10,JD. GUARUJÁ / TERM. GUARAPIRANGA,Diurno
701A,10,PQ. EDU CHAVES / METRÔ VL. MADALENA,Diurno
701H,10,HOSPITAL GUARAPIRANGA / CIRCULAR,Diurno
701U,10,METRÔ SANTANA / CID. UNIVERSITÁRIA,Diurno
7021,10,JD. MARACÁ / TERM. JOÃO DIAS,Diurno
7022,10,JD. CAIÇARA / TERM. STO. AMARO,Diurno
7023,10,JD. NAKAMURA / TERM. STO. AMARO,Diurno
702C,10,JD. BONFIGLIOLI / METRÔ BELÉM,Diurno
702U,22,METRÔ BUTANTÃ / TERM. PQ. D. PEDRO II,Diurno
702U,10,CID. UNIVERSITÁRIA / TERM. PQ. D. PEDRO II,Diurno
7040,10,PARAISÓPOLIS / PINHEIROS,Diurno
7049,10,PQ. DO LAGO / TERM. CAMPO LIMPO,Diurno
7050,10,JD. DAS ROSAS / TERM. CAMPO LIMPO,Diurno
7051,10,JD. ROSANA / TERM. CAMPO LIMPO,Diurno
7052,10,JD. HELGA / TERM. CAMPO LIMPO,Diurno
7053,22,JD. MARIA SAMPAIO / TERM. CAMPO LIMPO,Diurno
7053,21,JD. MARIA SAMPAIO / TERM. CAMPO LIMPO,Diurno
7053,10,JD. MACEDÔNIA / TERM. CAMPO LIMPO,Diurno
7054,10,JD. MACEDÔNIA / TERM. CAMPO LIMPO,Diurno
7055,10,JD. GUARUJÁ / TERM. CAMPO LIMPO,Diurno
7057,10,JD. MITSUTANI / TERM. CAMPO LIMPO,Diurno
7059,10,PQ. DO ENGENHO / TERM. CAMPO LIMPO,Diurno
7060,10,VALO VELHO / TERM. CAMPO LIMPO,Diurno
7062,41,METRÔ CAMPO LIMPO / HORTO DO YPÊ,Diurno
7062,31,INOCOOP CAMPO LIMPO / TERM. CAMPO LIMPO,Diurno
7062,10,INOCOOP CAMPO LIMPO / TERM. CAMPO LIMPO,Diurno
7063,10,JD. MACEDÔNIA / TERM. CAMPO LIMPO,Diurno
707A,23,PIRAPORINHA / MOEMA,Diurno
707A,10,JD. ÂNGELA / METRÔ PÇA. DA ÁRVORE,Diurno
707K,10,TERM. GUARAPIRANGA / METRÔ JABAQUARA,Diurno
709A,10,TERM. ÁGUA ESPRAIADA / METRÔ ANA ROSA,Diurno
709G,10,TERM. GUARAPIRANGA / ITAIM BIBI,Diurno
709M,10,TERM. STO. AMARO / TERM. PINHEIROS,Diurno
709P,10,EST. STO. AMARO/GUIDO CALOI / TERM. PINHEIROS,Diurno
714C,10,COHAB EDUCANDÁRIO / PAULISTA,Diurno
715M,10,JD. MARIA LUIZA / LGO. DA PÓLVORA,Diurno
7181,10,CID. UNIVERSITÁRIA / TERM. PRINC. ISABEL,Diurno
719P,10,TERM. PINHEIROS / TERM. PRINC. ISABEL,Diurno
719R,10,RIO PEQUENO / METRÔ BARRA FUNDA,Diurno
7245,21,TERM. STO. AMARO / TERM. ÁGUA ESPRAIADA,Diurno
7245,10,TERM. STO. AMARO / HOSP. DAS CLÍNICAS,Diurno
7267,10,APIACÁS / PÇA. RAMOS DE AZEVEDO,Diurno
7272,10,MERCADO DA LAPA / PÇA. RAMOS DE AZEVEDO,Diurno
7281,10,LAPA / PÇA. RAMOS DE AZEVEDO,Diurno
7282,10,PQ. CONTINENTAL / PÇA. RAMOS DE AZEVEDO,Diurno
736G,10,JD. INGÁ / SHOP. MORUMBI,Diurno
736I,10,JD. INGÁ / STO. AMARO,Diurno
737A,10,TERM. JD. ÂNGELA / TERM. STO. AMARO,Diurno
7411,10,CID. UNIVERSITÁRIA / PÇA. DA SÉ,Diurno
7458,10,JD. BOA VISTA / TERM. VL. SÔNIA,Diurno
745M,21,CAMPO LIMPO / PQ. FIGUEIRA GRANDE,Diurno
745M,10,CAMPO LIMPO / SHOP. SP MARKET,Diurno
746C,10,JD. TABOÃO / STO. AMARO,Diurno
746H,10,JD. JAQUELINE / STO. AMARO,Diurno
746K,10,PARAISÓPOLIS / CAMPO BELO,Diurno
746P,10,PARAISÓPOLIS / STO. AMARO,Diurno
746R,10,REAL PQ. / STO. AMARO,Diurno
746V,10,JD. REBOUÇAS / HOSP. CAMPO LIMPO,Diurno
748A,41,JD. PERI PERI / LAPA,Diurno
748A,10,JD. D'ABRIL / LAPA,Diurno
748R,10,JD. JOÃO XXIII / METRÔ BARRA FUNDA,Diurno
7545,21,CDHU BUTANTÃ / PÇA. RAMOS DE AZEVEDO,Diurno
7545,10,JD. JOÃO XXIII / PÇA. RAMOS DE AZEVEDO,Diurno
7550,10,TERM. STO. AMARO / METRÔ STA. CECÍLIA,Diurno
756A,10,JD. PAULO VI / TERM. ÁGUA ESPRAIADA,Diurno
771P,10,JD. JOÃO XXIII / TERM. PINHEIROS,Diurno
7725,10,RIO PEQUENO / TERM. LAPA,Diurno
775A,10,JD. ADALGIZA / PINHEIROS,Diurno
775F,31,JD. DAS PALMAS / PQ. DO POVO,Diurno
775F,10,JD. DAS PALMAS / HOSP. DAS CLÍNICAS,Diurno
775N,10,RIO PEQUENO / METRÔ VL. MADALENA,Noturno
775P,10,JD. GUARAÚ / METRÔ ANA ROSA,Diurno
775V,10,RIO PEQUENO / ITAIM BIBI,Diurno
778J,41,COHAB RAPOSO TAVARES / METRÔ BARRA FUNDA,Diurno
778J,10,JD. ARPOADOR / METRÔ BARRA FUNDA,Diurno
778R,10,COHAB RAPOSO TAVARES / TERM. PRINC. ISABEL,Diurno
7903,10,JD. JOÃO XXIII/EDUC. / PÇA. RAMOS DE AZEVEDO,Diurno
8000,10,TERM. LAPA / PÇA. RAMOS DE AZEVEDO,Diurno
8000,1,TERM. LAPA / PÇA. RAMOS DE AZEVEDO,Diurno
8001,10,VL. PIAUÍ / TERM. LAPA,Diurno
8002,10,TERM. PIRITUBA / TERM. LAPA,Diurno
8003,21,TERM. LAPA / REMÉDIOS,Diurno
8003,10,REMÉDIOS / TERM. LAPA,Diurno
8004,10,STA. MÔNICA / TERM. LAPA,Diurno
8006,10,JD. DONÁRIA / TERM. PIRITUBA,Diurno
8007,10,HAB. TURÍSTICA / TERM. PIRITUBA,Diurno
8008,10,STA. MÔNICA / TERM. PIRITUBA,Diurno
8009,31,CID. D'ABRIL 3ª GLEBA / TERM. PIRITUBA,Diurno
8009,10,CID. D'ABRIL 3ª GLEBA / TERM. PIRITUBA,Diurno
8010,21,CPTM PERUS / SÍTIO BOTUQUARA,Diurno
8010,10,PERUS / LAPA,Diurno
8012,10,METRÔ BUTANTÃ / CID. UNIVERSITÁRIA,Diurno
8013,41,TERM. JD. BRITANIA / JD. PAINEIRAS,Diurno
8013,10,TERM. JD. BRITANIA / LAPA,Diurno
8014,10,MORRO DOCE / PERUS,Diurno
8015,21,CEM. DE PERUS / CPTM PERUS,Diurno
8015,10,CEM. DE PERUS / TERM. PIRITUBA,Diurno
8016,10,JD. RINCÃO / TERM. PIRITUBA,Diurno
8017,21,VOITH / CPTM VL. AURORA,Diurno
8017,10,CPTM VL. AURORA / TERM. PIRITUBA,Diurno
8018,10,VL. SÔNIA / METRÔ MORUMBI,Diurno
8019,31,PQ. CONTINENTAL / TERM. VL. SÔNIA,Diurno
8019,10,PQ. CONTINENTAL / METRÔ BUTANTÃ,Diurno
8020,10,BUTANTÃ / SHOP. MORUMBI,Diurno
8021,10,JD. MARIA LUIZA / BUTANTÃ,Diurno
8022,10,METRÔ BUTANTÃ / CID. UNIVERSITÁRIA,Diurno
8023,10,CDHU MUNCK / TERM. VL. SÔNIA,Diurno
8024,10,JD. JAQUELINE / BUTANTÃ,Diurno
8025,10,JD. ROSA MARIA / TERM. VL. SÔNIA,Diurno
8026,10,JD. INGÁ / TERM. VL. SÔNIA,Diurno
8027,10,VL. DALVA / BUTANTÃ,Diurno
8028,10,PARAISÓPOLIS / METRÔ MORUMBI,Diurno
8029,10,SHOP. PORTAL / TERM. MORUMBI,Diurno
8030,10,PARAISÓPOLIS / TERM. VL. SÔNIA,Diurno
8032,10,METRÔ BUTANTÃ / CID. UNIVERSITÁRIA,Diurno
8038,10,PQ. CONTINENTAL / LAPA,Diurno
8040,10,SOL NASCENTE / TERM. LAPA,Diurno
8043,10,HAB. TURÍSTICA / LAPA,Diurno
8047,51,JARAGUÁ / LAPA,Diurno
8047,41,JARAGUÁ / METRÔ VL. MADALENA,Diurno
8047,10,JARAGUÁ / LAPA,Diurno
8050,31,PQ. MORRO DOCE / LAPA,Diurno
8050,21,ANHANGUERA / LAPA,Diurno
8050,10,PQ. MORRO DOCE / LAPA,Diurno
8055,51,PERUS / METRÔ BARRA FUNDA,Diurno
8055,10,PERUS / LAPA,Diurno
805L,10,TERM. PRINC. ISABEL / ACLIMAÇÃO,Diurno
8060,10,VL. PIAUÍ / TERM. LAPA,Diurno
8062,10,PQ. SÃO DOMINGOS / LAPA,Diurno
8065,10,VL. CLARICE / LAPA,Diurno
8072,10,PQ. IPÊ / METRÔ MORUMBI,Diurno
8073,10,JD. GUARAÚ / TERM. VL. SÔNIA,Diurno
8075,21,TERM. CAMPO LIMPO / TERM. VL. SÔNIA,Diurno
8075,10,TERM. CAMPO LIMPO / METRÔ BUTANTÃ,Diurno
8077,10,JD. JOÃO XXIII / TERM. VL. SÔNIA,Diurno
8078,10,JD. DAS PALMAS / HOSP. CAMPO LIMPO,Diurno
807A,10,TERM. CAMPO LIMPO / TERM. STO. AMARO,Diurno
807J,10,TERM. CAMPO LIMPO / SHOP. MORUMBI,Diurno
807M,10,TERM. CAMPO LIMPO / SHOP. MORUMBI,Diurno
807P,10,PARAISÓPOLIS / STO. AMARO,Diurno
809A,10,JD. D'ABRIL / TERM. PINHEIROS,Diurno
809D,10,COHAB EDUCANDÁRIO / TERM. PINHEIROS,Diurno
809H,10,JD. BOA VISTA / LAPA,Diurno
809J,10,JD. COLOMBO / METRÔ MORUMBI,Diurno
809L,10,CAMPO LIMPO / LAPA,Diurno
809N,10,VL. DALVA / LAPA,Noturno
809P,10,TERM. CAMPO LIMPO / TERM. PINHEIROS,Diurno
809R,10,RIO PEQUENO / TERM. PINHEIROS,Diurno
809T,10,COHAB RAPOSO TAVARES / LAPA,Diurno
809U,21,METRÔ BARRA FUNDA / METRÔ VILA MADALENA,Diurno
809U,10,CID. UNIVERSITÁRIA / METRÔ BARRA FUNDA,Diurno
809V,10,VL. GOMES / METRÔ , TRIANON , MASP,Diurno
8100,10,TERM. PIRITUBA / TERM. LAPA,Diurno
817C,10,LAPA / HOSP. DAS CLÍNICAS,Diurno
8194,10,PERUS / TERM. CACHOEIRINHA,Diurno
8199,10,PIRITUBA / CEM. VL. NOVA CACHOEIRINHA,Diurno
819A,10,CPTM VL. AURORA / JD. PRIMAVERA,Diurno
8200,10,TERM. PIRITUBA / TERM. LAPA,Diurno
8215,10,JD. PAULISTANO / PÇA. DO CORREIO,Diurno
8252,10,METRÔ BARRA FUNDA / LAPA,Diurno
8300,10,TERM. PIRITUBA / TERM. LAPA,Diurno
8300,1,TERM. PIRITUBA / TERM. LAPA,Diurno
8319,21,SHOP. VILLA LOBOS / PQ. CONTINENTAL,Diurno
8319,10,PQ. CONTINENTAL / SESC POMPÉIA,Diurno
8400,10,TERM. PIRITUBA / PÇA. RAMOS DE AZEVEDO,Diurno
846M,10,VL. PIAUÍ / TERM. PINHEIROS,Diurno
847J,21,TERM. LAPA / CITY JARAGUA,Diurno
847J,10,CITY JARAGUÁ / JAGUARÉ,Diurno
847P,42,BRASILÂNDIA / VL. OLÍMPIA,Diurno
847P,10,TERM. PIRITUBA / VL. OLÍMPIA,Diurno
848L,10,RECANTO DOS HUMILDES / TERM. PIRITUBA,Diurno
8500,10,TERM. PIRITUBA / METRÔ BARRA FUNDA,Diurno
8528,10,JD. GUARANI / PÇA. DO CORREIO,Diurno
8538,10,FREGUESIA DO Ó / PÇA. DO CORREIO,Diurno
8542,21,BRASILÂNDIA / TERM. LAPA,Diurno
8544,10,CID. D'ABRIL 3ª GLEBA / PÇA. DO CORREIO,Diurno
8545,10,PENTEADO / METRÔ BARRA FUNDA,Diurno
8548,10,PARADA DE TAIPAS / TERM. LAPA,Diurno
8549,10,TAIPAS / PÇA. DO CORREIO,Diurno
856R,10,LAPA / SOCORRO,Diurno
857A,10,TERM. CAMPO LIMPO / METRÔ STA. CRUZ,Diurno
857C,10,TERM. CAMPO LIMPO / METRÔ CONCEIÇÃO,Diurno
857P,10,TERM. CAMPO LIMPO / PARAÍSO,Diurno
857R,41,EST. HEBRAICA REBOUÇAS / ANA ROSA,Diurno
857R,10,TERM. CAMPO LIMPO / ACLIMAÇÃO,Diurno
8594,41,COHAB PEDRA VERDE / PÇA. RAMOS DE AZEVEDO,Diurno
8594,21,CID. PIRITUBA / PÇA. RAMOS DE AZEVEDO,Diurno
8594,10,CID. D'ABRIL  / PÇA. RAMOS DE AZEVEDO,Diurno
8600,22,VL. IÓRIO / LGO. DO PAISSANDÚ,Diurno
8600,10,TERM. PIRITUBA / LGO. DO PAISSANDÚ,Diurno
8605,10,TERM. CAMPO LIMPO / TERM. BANDEIRA,Diurno
8610,10,JD. PAULO VI / TERM. BANDEIRA,Diurno
8615,10,PQ. DA LAPA / TERM. PQ. D. PEDRO II,Diurno
8622,10,MORRO DOCE / PÇA. RAMOS DE AZEVEDO,Diurno
8677,10,JD. LÍBANO / LGO. DO PAISSANDÚ,Diurno
8686,21,TERM. LAPA / MANGALOT,Diurno
8686,10,MANGALOT / LGO. DO PAISSANDÚ,Diurno
8700,24,LGO. DO TABOÃO / PÇA. RAMOS DE AZEVEDO,Diurno
8700,21,LGO. DO TABOÃO / PÇA. RAMOS DE AZEVEDO,Diurno
8700,10,TERM. CAMPO LIMPO / PÇA. RAMOS DE AZEVEDO,Diurno
8700,1,TERM. CAMPO LIMPO / PÇA. RAMOS DE AZEVEDO,Diurno
8705,51,PQ. CONTINENTAL / ANHANGABAÚ,Diurno
8705,10,SHOP. CONTINENTAL / ANHANGABAÚ,Diurno
8707,21,RIO PEQUENO / BUTANTÃ,Diurno
8707,10,RIO PEQUENO / TERM. PRINC. ISABEL,Diurno
874C,10,PQ. CONTINENTAL / METRÔ , TRIANON , MASP ,Diurno
874T,10,IPIRANGA / LAPA,Diurno
875A,10,AEROPORTO / PERDIZES,Diurno
875C,10,TERM. LAPA / METRÔ STA. CRUZ,Diurno
875C,1,TERM. LAPA / METRÔ STA. CRUZ,Diurno
875H,10,TERM. LAPA / METRÔ VL. MARIANA,Diurno
875P,10,METRÔ BARRA FUNDA / METRÔ ANA ROSA,Diurno
877T,10,VL. ANASTÁCIO / METRÔ PARAÍSO,Diurno
888P,10,PERUS / COHAB TAIPAS,Diurno
9002,10,JD. PERY ALTO / TERM. CACHOEIRINHA,Diurno
9004,10,JD. ELISA MARIA / TERM. CACHOEIRINHA,Diurno
9005,42,SÍTIO DOS FRANCOS / TERM. CACHOEIRINHA,Diurno
9005,41,JD. VISTA ALEGRE / TERM. CACHOEIRINHA,Diurno
9005,10,JD. PRINCESA / TERM. CACHOEIRINHA,Diurno
9006,10,VL. PENTEADO / TERM. CACHOEIRINHA,Diurno
9008,41,ESTÂNCIA JARAGUÁ / TERM. CACHOEIRINHA,Diurno
9008,10,PQ. DE TAIPAS / TERM. CACHOEIRINHA,Diurno
9009,10,COHAB BRASILÂNDIA / TERM. CACHOEIRINHA,Diurno
9011,21,CPTM JARAGUÁ / CITY JARAGUÁ,Diurno
9011,10,CPTM JARAGUÁ / TERM. CACHOEIRINHA,Diurno
9012,10,ITABERABA / TERM. LAPA,Diurno
9014,42,JD. IRACEMA / TERM. LAPA,Diurno
9014,10,MORRO GRANDE / TERM. LAPA,Diurno
9015,31,VL. ZATT / TERM. PIRITUBA,Diurno
9015,10,VL. ZATT / TERM. PIRITUBA,Diurno
9018,10,VL. MIRANTE / TERM. PIRITUBA,Diurno
9019,10,JD. PAULISTANO / TERM. PIRITUBA,Diurno
9020,10,VL. MIRANTE / TERM. PIRITUBA,Diurno
9023,10,PQ. DE TAIPAS / TERM. PIRITUBA,Diurno
9032,21,JD. DAMASCENO / TERM. CACHOEIRINHA,Diurno
9032,10,JD. DAMASCENO / TERM. CACHOEIRINHA,Diurno
9047,10,JD. PAULISTANO / LAPA,Diurno
9050,10,TERM. LAPA / ITAIM BIBI,Diurno
9051,10,LAPA / TERM. PINHEIROS,Diurno
908T,10,TERM. PQ. D. PEDRO II / BUTANTÃ,Diurno
9090,10,PQ. TIETÊ / TERM. CASA VERDE,Diurno
909T,10,TERM. PINHEIROS / TERM. PQ. D. PEDRO II,Diurno
909T,1,TERM. PINHEIROS / TERM. PQ. D. PEDRO II,Diurno
9162,10,VL. PENTEADO / TERM. CASA VERDE,Diurno
9166,10,JD. STA. CRUZ / TERM. CACHOEIRINHA,Diurno
917H,10,TERM. PIRITUBA / METRÔ VL. MARIANA,Diurno
917M,31,MORRO GRANDE / METRÔ ANA ROSA,Diurno
917M,10,MORRO GRANDE / METRÔ ANA ROSA,Diurno
9181,10,VL. TEREZINHA / LAPA,Diurno
9188,42,CAPELA DA LAGOA / LAPA,Diurno
9188,10,CAPELA DA LAGOA  / LAPA,Diurno
9191,21,METRÔ BARRA FUNDA / BOM RETIRO,Diurno
9191,10,JD. ELISA MARIA / BOM RETIRO,Diurno
9300,10,TERM. CASA VERDE / TERM. PQ. D. PEDRO II,Diurno
9301,10,TERM. CASA VERDE / PÇA. DO CORREIO,Diurno
930P,10,TERM. PQ. D. PEDRO II / TERM. PINHEIROS,Diurno
9354,10,TERM. CACHOEIRINHA / PÇA. DO CORREIO,Diurno
938C,21,COHAB TAIPAS / TERM. LAPA,Diurno
938C,10,COHAB TAIPAS / TERM. PRINC. ISABEL,Diurno
938L,10,TERM. CACHOEIRINHA / LAPA,Diurno
938P,10,JD. TEREZA / METRÔ BARRA FUNDA,Diurno
938V,10,JD. VISTA ALEGRE / METRÔ BARRA FUNDA,Diurno
948A,10,VL. ZATT / METRÔ BARRA FUNDA,Diurno
9500,10,TERM. CACHOEIRINHA / PÇA. DO CORREIO,Diurno
9501,10,TERM. CACHOEIRINHA / LGO. DO PAISSANDÚ,Diurno
957T,10,COHAB TAIPAS / VL. OLÍMPIA,Diurno
958P,10,JD. NARDINI / VL. OLÍMPIA,Diurno
9653,10,PEDRA BRANCA / PÇA. DO CORREIO,Diurno
967A,10,IMIRIM / PINHEIROS,Diurno
9701,10,CEM. CACHOEIRINHA / METRÔ BARRA FUNDA,Diurno
9717,10,JD. ALMANARA / METRÔ SANTANA,Diurno
971A,10,JD. PRIMAVERA / SHOP. D,Diurno
971C,10,COHAB BRASILÂNDIA / METRÔ SANTANA,Diurno
971D,10,JD. DAMASCENO / SHOP. CENTER NORTE,Diurno
971M,10,VL. PENTEADO / METRÔ SANTANA,Diurno
971R,51,CHICA LUISA / METRÔ SANTANA,Diurno
971R,42,CDHU VOITH / METRÔ SANTANA,Diurno
971R,21,JD. DAMASCENO / METRÔ SANTANA,Diurno
971R,10,CPTM JARAGUÁ / METRÔ SANTANA,Diurno
971T,10,VL. STA. MARIA / METRÔ SANTANA,Diurno
971V,10,JD. VISTA ALEGRE / SHOP. CENTER NORTE,Diurno
971X,10,TERM. CACHOEIRINHA / METRÔ SANTANA,Diurno
975A,10,VL. BRASILÂNDIA / METRÔ ANA ROSA,Diurno
9784,10,JD. DOS FRANCOS / METRÔ BARRA FUNDA,Diurno
9785,51,JD. CAROMBÉ / TERM. CACHOEIRINHA,Diurno
9785,10,VL. TEREZINHA / METRÔ BARRA FUNDA,Diurno
9789,10,JD. PAULISTANO / METRÔ BARRA FUNDA,Diurno
978A,10,TERM. CACHOEIRINHA / METRÔ BARRA FUNDA,Diurno
978J,10,VOITH / TERM. PRINC. ISABEL,Diurno
978L,10,TERM. CACHOEIRINHA / TERM. PRINC. ISABEL,Diurno
978T,10,JD. GUARANI / METRÔ BARRA FUNDA,Diurno
CT01,1,CIRCULAR / TURISMO,Diurno
N101,11,TERM. LAPA / TERM. PQ. D. PEDRO II,Noturno
N102,11,TERM. LAPA / TERM. PQ. D. PEDRO II,Noturno
N103,11,TERM. PIRITUBA / TERM. LAPA,Noturno
N104,11,TERM. PIRITUBA / TERM. LAPA,Noturno
N105,11,TERM. CACHOEIRINHA / TERM. LAPA,Noturno
N106,11,TERM. PQ. D. PEDRO II / METRÔ BARRA FUNDA,Noturno
N131,11,TERM. LAPA / VL. PIAUÍ,Noturno
N132,11,TERM. PIRITUBA / PQ. SÃO DOMINGOS,Noturno
N133,11,TERM. PIRITUBA / CID. D’ABRIL 3ª GLEBA,Noturno
N134,11,TERM. CACHOEIRINHA / TAIPAS,Noturno
N135,11,TERM. PIRITUBA / JD. DONÁRIA,Noturno
N136,11,TERM. LAPA / MORRO DOCE,Noturno
N137,11,TERM. PIRITUBA / PERUS,Noturno
N138,11,TERM. CACHOEIRINHA / JD. PRINCESA,Noturno
N139,11,TERM. PIRITUBA / JD. PAULISTANO,Noturno
N140,11,TERM. PIRITUBA / VL. MIRANTE,Noturno
N141,11,TERM. CACHOEIRINHA / JD. CAROMBÉ,Noturno
N142,11,TERM. PIRITUBA / TERM. CASA VERDE,Noturno
N143,11,METRÔ BARRA FUNDA / MORRO GRANDE,Noturno
N201,11,METRÔ TUCURUVI / TERM. PQ. D. PEDRO II,Noturno
N202,11,METRÔ SANTANA / TERM. PINHEIROS,Noturno
N203,11,METRÔ TUCURUVI / TERM. PQ. D. PEDRO II,Noturno
N204,11,METRÔ TUCURUVI / TERM. PQ. D. PEDRO II,Noturno
N205,11,TERM. CACHOEIRINHA / TERM. PINHEIROS,Noturno
N206,11,METRÔ SANTANA / METRÔ VL. MADALENA,Noturno
N207,11,TERM. CASA VERDE / TERM. PQ. D. PEDRO II,Noturno
N209,11,TERM. CACHOEIRINHA / METRÔ SANTANA,Noturno
N231,11,TERM. CACHOEIRINHA / PEDRA BRANCA,Noturno
N232,11,METRÔ TUCURUVI / PQ. NOVO MUNDO,Noturno
N233,11,METRÔ SANTANA / VL. SABRINA,Noturno
N234,11,METRÔ TUCURUVI / LGO. DO PERY,Noturno
N235,11,METRÔ SANTANA / PEDRA BRANCA,Noturno
N236,11,METRÔ SANTANA / JD. ANTÁRTICA,Noturno
N237,11,METRÔ TUCURUVI / PQ. EDU CHAVES,Noturno
N238,11,METRÔ SANTANA / CEM. PQ. DOS PINHEIROS,Noturno
N239,11,METRÔ TUCURUVI / VL. NOVA GALVÃO,Noturno
N240,11,METRÔ SANTANA    / CACHOEIRA,Noturno
N241,11,METRÔ SANTANA / VL. ALBERTINA,Noturno
N242,11,METRÔ SANTANA    / JD. CAMPO LIMPO,Noturno
N243,11,METRÔ SANTANA / JD. BRASIL,Noturno
N244,11,METRÔ TUCURUVI / JD. FLOR DE MAIO,Noturno
